year_mobility,region_origin,destination,latitude,longitude,n_mobile
2004,Sub-Saharan Africa,MG,-20,47,1
2004,Sub-Saharan Africa,TZ,-6,35,2
2005,Sub-Saharan Africa,EG,27,30,1
2005,Sub-Saharan Africa,IN,22,79,5
2005,Sub-Saharan Africa,MW,-13.5,34,2
2006,Sub-Saharan Africa,AT,47.33333,13.33333,7
2006,Sub-Saharan Africa,BE,50.75,4.5,26
2006,Sub-Saharan Africa,BJ,9.5,2.25,2
2006,Sub-Saharan Africa,BR,-10,-55,8
2006,Sub-Saharan Africa,DE,51.5,10.5,55
2006,Sub-Saharan Africa,GH,8.1,-1.2,2
2006,Sub-Saharan Africa,KN,17.33333,-62.75,1
2006,Sub-Saharan Africa,MU,-20.3,57.58333,1
2006,Sub-Saharan Africa,SN,14.5,-14.25,2
2007,Sub-Saharan Africa,CA,60.10867,-113.64258,24
2007,Sub-Saharan Africa,GN,10.83333,-10.66667,1
2008,Sub-Saharan Africa,BR,-10,-55,2
2008,Sub-Saharan Africa,DE,51.5,10.5,36
2008,Sub-Saharan Africa,GM,13.5,-15.5,3
2008,Sub-Saharan Africa,MX,23,-102,3
2008,Sub-Saharan Africa,US,39.76,-98.5,162
2009,Sub-Saharan Africa,CZ,49.75,15,2
2009,Sub-Saharan Africa,ES,40,-4,7
2009,Sub-Saharan Africa,FI,64,26,3
2009,Sub-Saharan Africa,GN,10.83333,-10.66667,1
2009,Sub-Saharan Africa,HR,45.16667,15.5,1
2009,Sub-Saharan Africa,LS,-29.5,28.25,4
2009,Sub-Saharan Africa,SE,62,15,22
2009,Sub-Saharan Africa,CG,-1,15.5,1
2009,Sub-Saharan Africa,FR,46,2,58
2009,Sub-Saharan Africa,GB,54.75844,-2.69531,142
2010,Sub-Saharan Africa,AT,47.33333,13.33333,7
2010,Sub-Saharan Africa,AU,-25,135,41
2010,Sub-Saharan Africa,BJ,9.5,2.25,4
2010,Sub-Saharan Africa,BW,-22,24,5
2010,Sub-Saharan Africa,CI,8,-5.5,1
2010,Sub-Saharan Africa,DK,56,10,6
2010,Sub-Saharan Africa,EG,27,30,3
2010,Sub-Saharan Africa,FR,46,2,80
2010,Sub-Saharan Africa,IT,42.83333,12.83333,14
2010,Sub-Saharan Africa,KN,17.33333,-62.75,1
2010,Sub-Saharan Africa,RS,44.81892,20.45998,1
2010,Sub-Saharan Africa,SG,1.36667,103.8,1
2011,Sub-Saharan Africa,AT,47.33333,13.33333,6
2011,Sub-Saharan Africa,ES,40,-4,8
2011,Sub-Saharan Africa,GR,39,22,1
2011,Sub-Saharan Africa,JM,18.16667,-77.25,1
2011,Sub-Saharan Africa,NA,-22,17,3
2011,Sub-Saharan Africa,NG,10,8,26
2011,Sub-Saharan Africa,RU,60,100,2
2012,Sub-Saharan Africa,AE,23.75,54.5,2
2012,Sub-Saharan Africa,AU,-25,135,33
2012,Sub-Saharan Africa,ES,40,-4,12
2012,Sub-Saharan Africa,FJ,-18,178,1
2012,Sub-Saharan Africa,GA,-1,11.75,1
2012,Sub-Saharan Africa,IT,42.83333,12.83333,12
2012,Sub-Saharan Africa,NA,-22,17,6
2012,Sub-Saharan Africa,NE,18,9,1
2012,Sub-Saharan Africa,PK,30,70,7
2012,Sub-Saharan Africa,RU,60,100,2
2012,Sub-Saharan Africa,RW,-2,30,7
2013,Sub-Saharan Africa,BI,-3.5,30,1
2013,Sub-Saharan Africa,GA,-1,11.75,1
2013,Sub-Saharan Africa,NA,-22,17,7
2013,Sub-Saharan Africa,PH,13.40882,122.56155,1
2013,Sub-Saharan Africa,TH,15.5,101,2
2013,Sub-Saharan Africa,UG,1.25,32.5,13
2013,Sub-Saharan Africa,US,39.76,-98.5,282
2014,Sub-Saharan Africa,SZ,-26.5,31.5,3
2014,Sub-Saharan Africa,YE,15.5,47.5,1
2015,Sub-Saharan Africa,CD,-2.5,23.5,2
2015,Sub-Saharan Africa,CM,6,12.5,11
2015,Sub-Saharan Africa,CO,4,-73.25,2
2015,Sub-Saharan Africa,CZ,49.75,15,2
2015,Sub-Saharan Africa,DZ,28,3,1
2015,Sub-Saharan Africa,JP,35.68536,139.75309,18
2015,Sub-Saharan Africa,LU,49.75,6.16667,2
2015,Sub-Saharan Africa,NL,52.25,5.75,44
2015,Sub-Saharan Africa,PG,-6,147,2
2015,Sub-Saharan Africa,SE,62,15,24
2015,Sub-Saharan Africa,SZ,-26.5,31.5,2
2015,Sub-Saharan Africa,TG,8.66667,1.08333,4
2015,Sub-Saharan Africa,TH,15.5,101,2
2015,Sub-Saharan Africa,TZ,-6,35,9
2016,Sub-Saharan Africa,ID,-5,120,2
2016,Sub-Saharan Africa,JO,31,36,1
2016,Sub-Saharan Africa,ML,18,-2,2
2016,Sub-Saharan Africa,MY,2.5,112.5,36
2016,Sub-Saharan Africa,NL,52.25,5.75,65
2016,Sub-Saharan Africa,SE,62,15,21
2016,Sub-Saharan Africa,ZA,-29,24,182
2017,Sub-Saharan Africa,BR,-10,-55,21
2017,Sub-Saharan Africa,CN,35,105,67
2017,Sub-Saharan Africa,HU,47,20,1
2017,Sub-Saharan Africa,KR,36.5,127.75,19
2017,Sub-Saharan Africa,MU,-20.3,57.58333,1
2017,Sub-Saharan Africa,PG,-6,147,1
2017,Sub-Saharan Africa,SN,14.5,-14.25,6
2017,Sub-Saharan Africa,TG,8.66667,1.08333,3
2017,Sub-Saharan Africa,TT,11,-61,1
2017,Sub-Saharan Africa,TZ,-6,35,16
2018,Sub-Saharan Africa,BE,50.75,4.5,50
2018,Sub-Saharan Africa,CN,35,105,87
2018,Sub-Saharan Africa,HU,47,20,1
2018,Sub-Saharan Africa,IM,54.25,-4.5,1
2018,Sub-Saharan Africa,KR,36.5,127.75,11
2018,Sub-Saharan Africa,LV,57,25,1
2018,Sub-Saharan Africa,SL,8.5,-11.5,1
2018,Sub-Saharan Africa,SN,14.5,-14.25,15
2018,Sub-Saharan Africa,SZ,-26.5,31.5,4
2018,Sub-Saharan Africa,TW,24,121,9
2019,Sub-Saharan Africa,BE,50.75,4.5,61
2019,Sub-Saharan Africa,IL,31.5,34.75,4
2019,Sub-Saharan Africa,LV,57,25,1
2019,Sub-Saharan Africa,QA,25.5,51.25,4
2019,Sub-Saharan Africa,RO,46,25,1
2019,Sub-Saharan Africa,TT,11,-61,1
2019,Sub-Saharan Africa,ZW,-19,29.75,38
2020,Sub-Saharan Africa,CH,47.00016,8.01427,63
2020,Sub-Saharan Africa,DE,51.5,10.5,122
2020,Sub-Saharan Africa,MX,23,-102,1
2020,Sub-Saharan Africa,RO,46,25,6
2020,Sub-Saharan Africa,ZM,-14.33333,28.5,27
2021,Sub-Saharan Africa,BD,24,90,3
2021,Sub-Saharan Africa,BF,12.5,-1.66667,15
2021,Sub-Saharan Africa,DE,51.5,10.5,96
2021,Sub-Saharan Africa,GN,10.83333,-10.66667,2
2021,Sub-Saharan Africa,MA,28.5,-10,9
2021,Sub-Saharan Africa,NZ,-42,174,15
2021,Sub-Saharan Africa,OM,21,57,4
2021,Sub-Saharan Africa,TR,39,35,9
2021,Sub-Saharan Africa,TW,24,121,14
2021,Sub-Saharan Africa,CH,47.00016,8.01427,36
2021,Sub-Saharan Africa,FI,64,26,11
2021,Sub-Saharan Africa,GM,13.5,-15.5,7
2021,Sub-Saharan Africa,LS,-29.5,28.25,13
2021,Sub-Saharan Africa,MW,-13.5,34,16
2021,Sub-Saharan Africa,QA,25.5,51.25,3
2021,Sub-Saharan Africa,SA,25,45,37
2022,Sub-Saharan Africa,BF,12.5,-1.66667,14
2022,Sub-Saharan Africa,CY,35,33,8
2022,Sub-Saharan Africa,KE,1,38,60
2022,Sub-Saharan Africa,NO,62,10,28
2022,Sub-Saharan Africa,OM,21,57,1
2022,Sub-Saharan Africa,TR,39,35,9
2023,Sub-Saharan Africa,ET,9,39.5,20
2023,Sub-Saharan Africa,GN,10.83333,-10.66667,4
2023,Sub-Saharan Africa,IL,31.5,34.75,6
2023,Sub-Saharan Africa,LS,-29.5,28.25,5
2023,Sub-Saharan Africa,SI,46.08333,15,1
2023,Sub-Saharan Africa,SO,6,48,1
2023,Sub-Saharan Africa,TD,15,19,4
2023,Sub-Saharan Africa,TR,39,35,12
1990,Sub-Saharan Africa,CM,6,12.5,1
1990,Sub-Saharan Africa,LU,49.75,6.16667,1
1990,Sub-Saharan Africa,ZW,-19,29.75,4
1991,Sub-Saharan Africa,NL,52.25,5.75,3
1991,Sub-Saharan Africa,PG,-6,147,1
1992,Sub-Saharan Africa,BE,50.75,4.5,7
1992,Sub-Saharan Africa,SE,62,15,12
1992,Sub-Saharan Africa,ZW,-19,29.75,2
1993,Sub-Saharan Africa,BE,50.75,4.5,6
1993,Sub-Saharan Africa,BH,26.03333,50.55,1
1993,Sub-Saharan Africa,CH,47.00016,8.01427,1
1993,Sub-Saharan Africa,SA,25,45,2
1993,Sub-Saharan Africa,SL,8.5,-11.5,1
1994,Sub-Saharan Africa,DE,51.5,10.5,14
1994,Sub-Saharan Africa,GH,8.1,-1.2,1
1994,Sub-Saharan Africa,ML,18,-2,1
1995,Sub-Saharan Africa,BR,-10,-55,2
1995,Sub-Saharan Africa,DE,51.5,10.5,7
1995,Sub-Saharan Africa,IE,53,-8,4
1995,Sub-Saharan Africa,IL,31.5,34.75,2
1995,Sub-Saharan Africa,TR,39,35,1
1996,Sub-Saharan Africa,DE,51.5,10.5,10
1996,Sub-Saharan Africa,UA,49,32,1
1997,Sub-Saharan Africa,BF,12.5,-1.66667,1
1997,Sub-Saharan Africa,GH,8.1,-1.2,2
1997,Sub-Saharan Africa,NZ,-42,174,5
1998,Sub-Saharan Africa,BF,12.5,-1.66667,3
1998,Sub-Saharan Africa,OM,21,57,1
1998,Sub-Saharan Africa,PL,52,20,4
1999,Sub-Saharan Africa,BW,-22,24,3
1999,Sub-Saharan Africa,ET,9,39.5,3
1999,Sub-Saharan Africa,IN,22,79,2
1999,Sub-Saharan Africa,KE,1,38,5
2000,Sub-Saharan Africa,CI,8,-5.5,1
2000,Sub-Saharan Africa,FR,46,2,22
2000,Sub-Saharan Africa,PK,30,70,1
2001,Sub-Saharan Africa,BJ,9.5,2.25,2
2001,Sub-Saharan Africa,GB,54.75844,-2.69531,90
2001,Sub-Saharan Africa,RU,60,100,2
2002,Sub-Saharan Africa,AU,-25,135,12
2002,Sub-Saharan Africa,BW,-22,24,4
2002,Sub-Saharan Africa,ER,15,39,1
2002,Sub-Saharan Africa,ES,40,-4,1
2002,Sub-Saharan Africa,GA,-1,11.75,1
2002,Sub-Saharan Africa,IN,22,79,3
2002,Sub-Saharan Africa,LK,7.75,80.75,1
2002,Sub-Saharan Africa,NA,-22,17,3
2002,Sub-Saharan Africa,PT,39.6945,-8.13057,2
2002,Sub-Saharan Africa,WS,-13.8,-172.13333,1
2003,Sub-Saharan Africa,CI,8,-5.5,1
2003,Sub-Saharan Africa,FR,46,2,34
2003,Sub-Saharan Africa,GR,39,22,2
2003,Sub-Saharan Africa,IR,32,53,2
2003,Sub-Saharan Africa,IT,42.83333,12.83333,12
2003,Sub-Saharan Africa,NA,-22,17,1
2003,Sub-Saharan Africa,NG,10,8,2
2003,Sub-Saharan Africa,RS,44.81892,20.45998,2
2004,Sub-Saharan Africa,AR,-34,-64,1
2004,Sub-Saharan Africa,CG,-1,15.5,1
2004,Sub-Saharan Africa,IT,42.83333,12.83333,10
2004,Sub-Saharan Africa,NA,-22,17,1
2004,Sub-Saharan Africa,NE,18,9,1
2004,Sub-Saharan Africa,RU,60,100,1
2004,Sub-Saharan Africa,RW,-2,30,1
2004,Sub-Saharan Africa,SG,1.36667,103.8,3
2004,Sub-Saharan Africa,TN,34,9,2
2004,Sub-Saharan Africa,UG,1.25,32.5,4
2004,Sub-Saharan Africa,VE,8,-66,1
2005,Sub-Saharan Africa,IT,42.83333,12.83333,8
2005,Sub-Saharan Africa,LU,49.75,6.16667,1
2005,Sub-Saharan Africa,US,39.76,-98.5,161
2006,Sub-Saharan Africa,ID,-5,120,1
2006,Sub-Saharan Africa,JP,35.68536,139.75309,8
2006,Sub-Saharan Africa,US,39.76,-98.5,162
2006,Sub-Saharan Africa,ZA,-29,24,31
2007,Sub-Saharan Africa,BE,50.75,4.5,19
2007,Sub-Saharan Africa,CM,6,12.5,3
2007,Sub-Saharan Africa,JP,35.68536,139.75309,9
2007,Sub-Saharan Africa,MY,2.5,112.5,1
2007,Sub-Saharan Africa,NL,52.25,5.75,32
2007,Sub-Saharan Africa,TZ,-6,35,3
2008,Sub-Saharan Africa,CM,6,12.5,4
2008,Sub-Saharan Africa,CN,35,105,7
2008,Sub-Saharan Africa,CO,4,-73.25,1
2008,Sub-Saharan Africa,CZ,49.75,15,2
2008,Sub-Saharan Africa,HU,47,20,1
2008,Sub-Saharan Africa,JP,35.68536,139.75309,20
2008,Sub-Saharan Africa,KR,36.5,127.75,2
2008,Sub-Saharan Africa,ML,18,-2,1
2008,Sub-Saharan Africa,MY,2.5,112.5,3
2008,Sub-Saharan Africa,TZ,-6,35,5
2009,Sub-Saharan Africa,CY,35,33,1
2009,Sub-Saharan Africa,DK,56,10,8
2009,Sub-Saharan Africa,EE,59,26,1
2009,Sub-Saharan Africa,IE,53,-8,3
2009,Sub-Saharan Africa,IL,31.5,34.75,3
2009,Sub-Saharan Africa,NG,10,8,15
2009,Sub-Saharan Africa,NL,52.25,5.75,19
2009,Sub-Saharan Africa,NO,62,10,19
2009,Sub-Saharan Africa,RS,44.81892,20.45998,1
2009,Sub-Saharan Africa,TW,24,121,3
2009,Sub-Saharan Africa,US,39.76,-98.5,209
2010,Sub-Saharan Africa,LS,-29.5,28.25,2
2010,Sub-Saharan Africa,MY,2.5,112.5,5
2010,Sub-Saharan Africa,NZ,-42,174,14
2010,Sub-Saharan Africa,OM,21,57,1
2010,Sub-Saharan Africa,UG,1.25,32.5,10
2011,Sub-Saharan Africa,CN,35,105,10
2011,Sub-Saharan Africa,ML,18,-2,5
2011,Sub-Saharan Africa,PL,52,20,6
2011,Sub-Saharan Africa,PT,39.6945,-8.13057,8
2011,Sub-Saharan Africa,UA,49,32,1
2012,Sub-Saharan Africa,IS,65,-18,3
2012,Sub-Saharan Africa,MY,2.5,112.5,8
2012,Sub-Saharan Africa,NZ,-42,174,3
2012,Sub-Saharan Africa,PE,-10,-75.25,1
2012,Sub-Saharan Africa,TD,15,19,4
2012,Sub-Saharan Africa,TG,8.66667,1.08333,3
2012,Sub-Saharan Africa,VN,16.16667,107.83333,1
2013,Sub-Saharan Africa,GB,54.75844,-2.69531,137
2013,Sub-Saharan Africa,ML,18,-2,3
2013,Sub-Saharan Africa,PS,31.92157,35.20329,1
2013,Sub-Saharan Africa,PT,39.6945,-8.13057,5
2014,Sub-Saharan Africa,AU,-25,135,41
2014,Sub-Saharan Africa,BN,4.5,114.66667,1
2014,Sub-Saharan Africa,DE,51.5,10.5,63
2014,Sub-Saharan Africa,DK,56,10,6
2014,Sub-Saharan Africa,GH,8.1,-1.2,38
2014,Sub-Saharan Africa,MU,-20.3,57.58333,1
2014,Sub-Saharan Africa,PE,-10,-75.25,2
2014,Sub-Saharan Africa,RO,46,25,3
2014,Sub-Saharan Africa,ZW,-19,29.75,19
2015,Sub-Saharan Africa,AE,23.75,54.5,4
2015,Sub-Saharan Africa,AO,-12.5,18.5,1
2015,Sub-Saharan Africa,BH,26.03333,50.55,1
2015,Sub-Saharan Africa,CA,60.10867,-113.64258,54
2015,Sub-Saharan Africa,CG,-1,15.5,6
2015,Sub-Saharan Africa,JO,31,36,1
2015,Sub-Saharan Africa,KR,36.5,127.75,14
2015,Sub-Saharan Africa,MW,-13.5,34,18
2015,Sub-Saharan Africa,MZ,-18.25,35,9
2015,Sub-Saharan Africa,SA,25,45,21
2015,Sub-Saharan Africa,TR,39,35,1
2016,Sub-Saharan Africa,BI,-3.5,30,1
2016,Sub-Saharan Africa,BN,4.5,114.66667,1
2016,Sub-Saharan Africa,BR,-10,-55,17
2016,Sub-Saharan Africa,CF,7,21,2
2016,Sub-Saharan Africa,CI,8,-5.5,3
2016,Sub-Saharan Africa,GA,-1,11.75,1
2016,Sub-Saharan Africa,GH,8.1,-1.2,21
2016,Sub-Saharan Africa,IR,32,53,3
2016,Sub-Saharan Africa,NA,-22,17,10
2016,Sub-Saharan Africa,NE,18,9,3
2016,Sub-Saharan Africa,PH,13.40882,122.56155,1
2016,Sub-Saharan Africa,UA,49,32,1
2017,Sub-Saharan Africa,CG,-1,15.5,7
2017,Sub-Saharan Africa,CH,47.00016,8.01427,46
2017,Sub-Saharan Africa,CL,-30,-71,1
2017,Sub-Saharan Africa,ES,40,-4,12
2017,Sub-Saharan Africa,FI,64,26,6
2017,Sub-Saharan Africa,LS,-29.5,28.25,2
2017,Sub-Saharan Africa,MW,-13.5,34,5
2017,Sub-Saharan Africa,NZ,-42,174,14
2017,Sub-Saharan Africa,RW,-2,30,7
2018,Sub-Saharan Africa,EE,59,26,2
2018,Sub-Saharan Africa,GH,8.1,-1.2,46
2018,Sub-Saharan Africa,JP,35.68536,139.75309,18
2018,Sub-Saharan Africa,NL,52.25,5.75,49
2018,Sub-Saharan Africa,NO,62,10,36
2018,Sub-Saharan Africa,US,39.76,-98.5,382
2018,Sub-Saharan Africa,ZM,-14.33333,28.5,15
2019,Sub-Saharan Africa,BS,25.04082,-77.37122,1
2019,Sub-Saharan Africa,CO,4,-73.25,1
2019,Sub-Saharan Africa,FI,64,26,11
2019,Sub-Saharan Africa,HR,45.16667,15.5,1
2019,Sub-Saharan Africa,HU,47,20,4
2019,Sub-Saharan Africa,MY,2.5,112.5,37
2019,Sub-Saharan Africa,NZ,-42,174,19
2019,Sub-Saharan Africa,TZ,-6,35,21
2020,Sub-Saharan Africa,BG,42.66667,25.25,2
2020,Sub-Saharan Africa,BW,-22,24,16
2020,Sub-Saharan Africa,CU,22,-79.5,1
2020,Sub-Saharan Africa,KW,29.5,47.75,1
2020,Sub-Saharan Africa,NL,52.25,5.75,59
2020,Sub-Saharan Africa,PL,52,20,5
2020,Sub-Saharan Africa,SZ,-26.5,31.5,11
2020,Sub-Saharan Africa,UA,49,32,10
2021,Sub-Saharan Africa,AT,47.33333,13.33333,7
2021,Sub-Saharan Africa,CI,8,-5.5,11
2009,Sub-Saharan Africa,IT,42.83333,12.83333,17
2009,Sub-Saharan Africa,TG,8.66667,1.08333,1
2009,Sub-Saharan Africa,TH,15.5,101,2
2009,Sub-Saharan Africa,TN,34,9,4
2010,Sub-Saharan Africa,CU,22,-79.5,1
2010,Sub-Saharan Africa,ET,9,39.5,2
2010,Sub-Saharan Africa,NO,62,10,19
2011,Sub-Saharan Africa,BF,12.5,-1.66667,5
2011,Sub-Saharan Africa,CD,-2.5,23.5,1
2011,Sub-Saharan Africa,GD,12.11667,-61.66667,1
2011,Sub-Saharan Africa,PE,-10,-75.25,2
2011,Sub-Saharan Africa,TZ,-6,35,7
2012,Sub-Saharan Africa,CM,6,12.5,3
2012,Sub-Saharan Africa,DZ,28,3,5
2012,Sub-Saharan Africa,IN,22,79,12
2012,Sub-Saharan Africa,LK,7.75,80.75,2
2012,Sub-Saharan Africa,NL,52.25,5.75,50
2012,Sub-Saharan Africa,SL,8.5,-11.5,1
2012,Sub-Saharan Africa,ZA,-29,24,80
2013,Sub-Saharan Africa,BJ,9.5,2.25,1
2013,Sub-Saharan Africa,BR,-10,-55,5
2013,Sub-Saharan Africa,CI,8,-5.5,1
2013,Sub-Saharan Africa,IR,32,53,3
2013,Sub-Saharan Africa,MY,2.5,112.5,8
2013,Sub-Saharan Africa,NE,18,9,1
2013,Sub-Saharan Africa,SE,62,15,27
2013,Sub-Saharan Africa,TZ,-6,35,7
2014,Sub-Saharan Africa,CG,-1,15.5,23
2014,Sub-Saharan Africa,CH,47.00016,8.01427,39
2014,Sub-Saharan Africa,EG,27,30,2
2014,Sub-Saharan Africa,FR,46,2,74
2014,Sub-Saharan Africa,LR,6.5,-9.5,1
2014,Sub-Saharan Africa,MA,28.5,-10,2
2014,Sub-Saharan Africa,MW,-13.5,34,5
2014,Sub-Saharan Africa,MZ,-18.25,35,1
2014,Sub-Saharan Africa,SA,25,45,14
2015,Sub-Saharan Africa,AT,47.33333,13.33333,1
2015,Sub-Saharan Africa,AU,-25,135,59
2015,Sub-Saharan Africa,BR,-10,-55,19
2015,Sub-Saharan Africa,CI,8,-5.5,3
2015,Sub-Saharan Africa,DK,56,10,18
2015,Sub-Saharan Africa,GM,13.5,-15.5,2
2015,Sub-Saharan Africa,IE,53,-8,2
2015,Sub-Saharan Africa,KN,17.33333,-62.75,1
2015,Sub-Saharan Africa,LB,33.83333,35.83333,1
2015,Sub-Saharan Africa,QA,25.5,51.25,1
2015,Sub-Saharan Africa,ZM,-14.33333,28.5,2
2016,Sub-Saharan Africa,AE,23.75,54.5,2
2016,Sub-Saharan Africa,CA,60.10867,-113.64258,55
2016,Sub-Saharan Africa,CD,-2.5,23.5,2
2016,Sub-Saharan Africa,CG,-1,15.5,4
2016,Sub-Saharan Africa,EG,27,30,3
2016,Sub-Saharan Africa,NP,28,84,1
2016,Sub-Saharan Africa,TN,34,9,1
2017,Sub-Saharan Africa,BI,-3.5,30,1
2017,Sub-Saharan Africa,DE,51.5,10.5,86
2017,Sub-Saharan Africa,GA,-1,11.75,3
2017,Sub-Saharan Africa,GH,8.1,-1.2,29
2017,Sub-Saharan Africa,LU,49.75,6.16667,1
2017,Sub-Saharan Africa,PH,13.40882,122.56155,3
2017,Sub-Saharan Africa,QA,25.5,51.25,4
2017,Sub-Saharan Africa,RU,60,100,6
2017,Sub-Saharan Africa,SD,16,30,2
2017,Sub-Saharan Africa,US,39.76,-98.5,403
2018,Sub-Saharan Africa,AE,23.75,54.5,3
2018,Sub-Saharan Africa,CD,-2.5,23.5,4
2018,Sub-Saharan Africa,FI,64,26,3
2018,Sub-Saharan Africa,GN,10.83333,-10.66667,4
2018,Sub-Saharan Africa,IS,65,-18,1
2018,Sub-Saharan Africa,MY,2.5,112.5,30
2018,Sub-Saharan Africa,PG,-6,147,3
2018,Sub-Saharan Africa,RW,-2,30,12
2018,Sub-Saharan Africa,SC,-4.58333,55.66667,3
2018,Sub-Saharan Africa,TN,34,9,2
2018,Sub-Saharan Africa,TR,39,35,6
2018,Sub-Saharan Africa,UG,1.25,32.5,20
2019,Sub-Saharan Africa,BD,24,90,1
2019,Sub-Saharan Africa,CM,6,12.5,15
2019,Sub-Saharan Africa,CY,35,33,5
2019,Sub-Saharan Africa,PL,52,20,2
2019,Sub-Saharan Africa,SD,16,30,3
2019,Sub-Saharan Africa,SK,48.66667,19.5,1
2019,Sub-Saharan Africa,SZ,-26.5,31.5,4
2019,Sub-Saharan Africa,ZA,-29,24,268
2020,Sub-Saharan Africa,BE,50.75,4.5,83
2020,Sub-Saharan Africa,CO,4,-73.25,1
2020,Sub-Saharan Africa,HU,47,20,5
2020,Sub-Saharan Africa,MD,47.25,28.58333,1
2020,Sub-Saharan Africa,NI,13,-85,1
2020,Sub-Saharan Africa,NP,28,84,1
2020,Sub-Saharan Africa,SC,-4.58333,55.66667,1
2020,Sub-Saharan Africa,SE,62,15,43
2020,Sub-Saharan Africa,SO,6,48,2
2020,Sub-Saharan Africa,TG,8.66667,1.08333,2
2020,Sub-Saharan Africa,TZ,-6,35,16
2021,Sub-Saharan Africa,BW,-22,24,10
2021,Sub-Saharan Africa,ET,9,39.5,20
2021,Sub-Saharan Africa,IN,22,79,67
2021,Sub-Saharan Africa,JP,35.68536,139.75309,43
2021,Sub-Saharan Africa,KR,36.5,127.75,21
2021,Sub-Saharan Africa,LK,7.75,80.75,2
2021,Sub-Saharan Africa,SL,8.5,-11.5,3
2021,Sub-Saharan Africa,SZ,-26.5,31.5,12
2021,Sub-Saharan Africa,TT,11,-61,1
1990,Sub-Saharan Africa,ET,9,39.5,1
1990,Sub-Saharan Africa,NO,62,10,2
1991,Sub-Saharan Africa,FR,46,2,19
1991,Sub-Saharan Africa,GB,54.75844,-2.69531,38
1992,Sub-Saharan Africa,FR,46,2,15
1992,Sub-Saharan Africa,PL,52,20,1
1993,Sub-Saharan Africa,AT,47.33333,13.33333,1
1993,Sub-Saharan Africa,AU,-25,135,9
1993,Sub-Saharan Africa,IN,22,79,2
1993,Sub-Saharan Africa,PH,13.40882,122.56155,1
1994,Sub-Saharan Africa,AT,47.33333,13.33333,3
1994,Sub-Saharan Africa,BJ,9.5,2.25,1
1994,Sub-Saharan Africa,BW,-22,24,1
1994,Sub-Saharan Africa,EG,27,30,1
1994,Sub-Saharan Africa,IT,42.83333,12.83333,4
1994,Sub-Saharan Africa,PH,13.40882,122.56155,1
1995,Sub-Saharan Africa,ES,40,-4,5
1995,Sub-Saharan Africa,GA,-1,11.75,1
1996,Sub-Saharan Africa,BI,-3.5,30,1
1996,Sub-Saharan Africa,US,39.76,-98.5,83
1997,Sub-Saharan Africa,IT,42.83333,12.83333,4
1997,Sub-Saharan Africa,JP,35.68536,139.75309,2
1997,Sub-Saharan Africa,MY,2.5,112.5,1
1997,Sub-Saharan Africa,SE,62,15,11
1997,Sub-Saharan Africa,UG,1.25,32.5,2
1998,Sub-Saharan Africa,CD,-2.5,23.5,1
1998,Sub-Saharan Africa,CN,35,105,1
1998,Sub-Saharan Africa,SE,62,15,7
1998,Sub-Saharan Africa,TH,15.5,101,1
1999,Sub-Saharan Africa,CM,6,12.5,1
1999,Sub-Saharan Africa,CN,35,105,2
1999,Sub-Saharan Africa,CZ,49.75,15,1
1999,Sub-Saharan Africa,KW,29.5,47.75,3
1999,Sub-Saharan Africa,NL,52.25,5.75,19
1999,Sub-Saharan Africa,SE,62,15,9
2000,Sub-Saharan Africa,BR,-10,-55,3
2000,Sub-Saharan Africa,CZ,49.75,15,1
2000,Sub-Saharan Africa,JP,35.68536,139.75309,10
2000,Sub-Saharan Africa,ZW,-19,29.75,1
2001,Sub-Saharan Africa,CN,35,105,1
2001,Sub-Saharan Africa,ML,18,-2,1
2002,Sub-Saharan Africa,CH,47.00016,8.01427,6
2002,Sub-Saharan Africa,GH,8.1,-1.2,1
2002,Sub-Saharan Africa,SN,14.5,-14.25,5
2003,Sub-Saharan Africa,GH,8.1,-1.2,2
2003,Sub-Saharan Africa,KR,36.5,127.75,1
2003,Sub-Saharan Africa,MX,23,-102,2
2003,Sub-Saharan Africa,SA,25,45,2
2003,Sub-Saharan Africa,SN,14.5,-14.25,6
2004,Sub-Saharan Africa,FI,64,26,3
2004,Sub-Saharan Africa,GM,13.5,-15.5,2
2005,Sub-Saharan Africa,CH,47.00016,8.01427,14
2005,Sub-Saharan Africa,FI,64,26,1
2005,Sub-Saharan Africa,GH,8.1,-1.2,7
2005,Sub-Saharan Africa,MX,23,-102,2
2005,Sub-Saharan Africa,NO,62,10,5
2005,Sub-Saharan Africa,OM,21,57,1
2005,Sub-Saharan Africa,PL,52,20,1
2005,Sub-Saharan Africa,TW,24,121,1
2006,Sub-Saharan Africa,BF,12.5,-1.66667,1
2006,Sub-Saharan Africa,FI,64,26,2
2006,Sub-Saharan Africa,NO,62,10,12
2006,Sub-Saharan Africa,NZ,-42,174,6
2007,Sub-Saharan Africa,BF,12.5,-1.66667,4
2007,Sub-Saharan Africa,BW,-22,24,9
2007,Sub-Saharan Africa,CY,35,33,1
2007,Sub-Saharan Africa,FI,64,26,3
2007,Sub-Saharan Africa,LC,13.88333,-60.96667,1
2007,Sub-Saharan Africa,LS,-29.5,28.25,2
2008,Sub-Saharan Africa,BF,12.5,-1.66667,1
2008,Sub-Saharan Africa,ET,9,39.5,6
2008,Sub-Saharan Africa,NO,62,10,3
2008,Sub-Saharan Africa,NZ,-42,174,9
2008,Sub-Saharan Africa,OM,21,57,2
