year_mobility,region_origin,destination,latitude,longitude,n_mobile
2005,Latin America & Caribbean,CO,4,-73.25,10
2005,Latin America & Caribbean,CZ,49.75,15,2
2005,Latin America & Caribbean,HU,47,20,3
2007,Latin America & Caribbean,BE,50.75,4.5,37
2007,Latin America & Caribbean,CH,47.00016,8.01427,30
2007,Latin America & Caribbean,SA,25,45,2
2008,Latin America & Caribbean,TR,39,35,2
2008,Latin America & Caribbean,TW,24,121,4
2009,Latin America & Caribbean,DO,19,-70.66667,4
2009,Latin America & Caribbean,MX,23,-102,45
2009,Latin America & Caribbean,TW,24,121,8
2009,Latin America & Caribbean,UA,49,32,1
2009,Latin America & Caribbean,FI,64,26,10
2009,Latin America & Caribbean,NI,13,-85,1
2009,Latin America & Caribbean,PK,30,70,2
2009,Latin America & Caribbean,SE,62,15,16
2010,Latin America & Caribbean,BW,-22,24,1
2010,Latin America & Caribbean,GT,15.5,-90.25,2
2010,Latin America & Caribbean,IN,22,79,4
2010,Latin America & Caribbean,ML,18,-2,1
2010,Latin America & Caribbean,MZ,-18.25,35,1
2010,Latin America & Caribbean,SA,25,45,3
2011,Latin America & Caribbean,DE,51.5,10.5,175
2011,Latin America & Caribbean,MD,47.25,28.58333,2
2011,Latin America & Caribbean,PE,-10,-75.25,10
2011,Latin America & Caribbean,PH,13.40882,122.56155,1
2011,Latin America & Caribbean,RS,44.81892,20.45998,1
2011,Latin America & Caribbean,RU,60,100,8
2012,Latin America & Caribbean,AR,-34,-64,36
2012,Latin America & Caribbean,CA,60.10867,-113.64258,189
2012,Latin America & Caribbean,CL,-30,-71,56
2012,Latin America & Caribbean,EG,27,30,2
2012,Latin America & Caribbean,FR,46,2,198
2012,Latin America & Caribbean,MZ,-18.25,35,2
2012,Latin America & Caribbean,SA,25,45,1
2012,Latin America & Caribbean,SV,13.83333,-88.91667,1
2012,Latin America & Caribbean,TR,39,35,6
2013,Latin America & Caribbean,DE,51.5,10.5,237
2013,Latin America & Caribbean,EE,59,26,1
2013,Latin America & Caribbean,IL,31.5,34.75,8
2013,Latin America & Caribbean,RS,44.81892,20.45998,1
2013,Latin America & Caribbean,TW,24,121,1
2014,Latin America & Caribbean,FI,64,26,17
2014,Latin America & Caribbean,HN,15,-86.5,1
2014,Latin America & Caribbean,HR,45.16667,15.5,1
2014,Latin America & Caribbean,OM,21,57,1
2014,Latin America & Caribbean,PA,9,-80,11
2014,Latin America & Caribbean,PG,-6,147,2
2014,Latin America & Caribbean,SE,62,15,47
2014,Latin America & Caribbean,TR,39,35,1
2015,Latin America & Caribbean,BD,24,90,1
2015,Latin America & Caribbean,CN,35,105,19
2015,Latin America & Caribbean,JP,35.68536,139.75309,35
2015,Latin America & Caribbean,MN,46,105,4
2015,Latin America & Caribbean,NO,62,10,18
2015,Latin America & Caribbean,PL,52,20,3
2015,Latin America & Caribbean,VE,8,-66,6
2015,Latin America & Caribbean,ZA,-29,24,14
2016,Latin America & Caribbean,BE,50.75,4.5,80
2016,Latin America & Caribbean,BO,-17,-65,5
2016,Latin America & Caribbean,BS,25.04082,-77.37122,1
2016,Latin America & Caribbean,CZ,49.75,15,12
2016,Latin America & Caribbean,IR,32,53,1
2016,Latin America & Caribbean,KH,13,105,2
2016,Latin America & Caribbean,NZ,-42,174,11
2016,Latin America & Caribbean,PE,-10,-75.25,29
2016,Latin America & Caribbean,PY,-23.33333,-58,1
2016,Latin America & Caribbean,TH,15.5,101,3
2017,Latin America & Caribbean,CN,35,105,25
2017,Latin America & Caribbean,DZ,28,3,1
2017,Latin America & Caribbean,FR,46,2,341
2017,Latin America & Caribbean,IN,22,79,19
2017,Latin America & Caribbean,JP,35.68536,139.75309,31
2017,Latin America & Caribbean,PT,39.6945,-8.13057,167
2018,Latin America & Caribbean,AT,47.33333,13.33333,42
2018,Latin America & Caribbean,GD,12.11667,-61.66667,2
2018,Latin America & Caribbean,IE,53,-8,34
2018,Latin America & Caribbean,IS,65,-18,2
2019,Latin America & Caribbean,AR,-34,-64,72
2019,Latin America & Caribbean,BG,42.66667,25.25,2
2019,Latin America & Caribbean,CH,47.00016,8.01427,77
2019,Latin America & Caribbean,CR,10,-84,14
2019,Latin America & Caribbean,FR,46,2,371
2019,Latin America & Caribbean,GY,5,-59,1
2019,Latin America & Caribbean,HT,19.07582,-72.29616,1
2019,Latin America & Caribbean,MK,41.66667,21.75,1
2019,Latin America & Caribbean,MZ,-18.25,35,5
2019,Latin America & Caribbean,TT,11,-61,3
2020,Latin America & Caribbean,DK,56,10,61
2020,Latin America & Caribbean,IL,31.5,34.75,23
2020,Latin America & Caribbean,JM,18.16667,-77.25,13
2020,Latin America & Caribbean,KN,17.33333,-62.75,3
2020,Latin America & Caribbean,MX,23,-102,95
2020,Latin America & Caribbean,RU,60,100,16
2020,Latin America & Caribbean,TW,24,121,3
2020,Latin America & Caribbean,VN,16.16667,107.83333,3
2021,Latin America & Caribbean,AE,23.75,54.5,8
2021,Latin America & Caribbean,AO,-12.5,18.5,1
2021,Latin America & Caribbean,BO,-17,-65,8
2021,Latin America & Caribbean,CA,60.10867,-113.64258,359
2021,Latin America & Caribbean,CL,-30,-71,140
2021,Latin America & Caribbean,ES,40,-4,622
2021,Latin America & Caribbean,KE,1,38,2
2021,Latin America & Caribbean,LY,28,17,1
2021,Latin America & Caribbean,MA,28.5,-10,2
2021,Latin America & Caribbean,PA,9,-80,5
2021,Latin America & Caribbean,SA,25,45,12
2021,Latin America & Caribbean,SV,13.83333,-88.91667,7
2021,Latin America & Caribbean,TT,11,-61,6
2021,Latin America & Caribbean,UG,1.25,32.5,1
2010,Latin America & Caribbean,AT,47.33333,13.33333,6
2010,Latin America & Caribbean,CO,4,-73.25,50
2010,Latin America & Caribbean,IE,53,-8,14
2010,Latin America & Caribbean,RU,60,100,9
2010,Latin America & Caribbean,SG,1.36667,103.8,3
2011,Latin America & Caribbean,CH,47.00016,8.01427,34
2011,Latin America & Caribbean,GT,15.5,-90.25,1
2011,Latin America & Caribbean,PT,39.6945,-8.13057,82
2011,Latin America & Caribbean,SV,13.83333,-88.91667,2
2012,Latin America & Caribbean,AU,-25,135,63
2012,Latin America & Caribbean,BR,-10,-55,85
2012,Latin America & Caribbean,DE,51.5,10.5,184
2012,Latin America & Caribbean,IL,31.5,34.75,7
2012,Latin America & Caribbean,LB,33.83333,35.83333,3
2012,Latin America & Caribbean,LT,55.41667,24,2
2012,Latin America & Caribbean,NG,10,8,2
2012,Latin America & Caribbean,QA,25.5,51.25,3
2012,Latin America & Caribbean,SG,1.36667,103.8,2
2012,Latin America & Caribbean,SN,14.5,-14.25,1
2013,Latin America & Caribbean,CH,47.00016,8.01427,49
2013,Latin America & Caribbean,CR,10,-84,4
2014,Latin America & Caribbean,AU,-25,135,129
2014,Latin America & Caribbean,BD,24,90,2
2014,Latin America & Caribbean,CY,35,33,1
2014,Latin America & Caribbean,DE,51.5,10.5,246
2014,Latin America & Caribbean,DK,56,10,28
2014,Latin America & Caribbean,DO,19,-70.66667,3
2014,Latin America & Caribbean,EC,-1.25,-78.25,24
2014,Latin America & Caribbean,GH,8.1,-1.2,2
2014,Latin America & Caribbean,JP,35.68536,139.75309,36
2014,Latin America & Caribbean,MX,23,-102,57
2014,Latin America & Caribbean,NG,10,8,1
2014,Latin America & Caribbean,NO,62,10,10
2014,Latin America & Caribbean,VE,8,-66,10
2015,Latin America & Caribbean,BO,-17,-65,6
2015,Latin America & Caribbean,HU,47,20,7
2015,Latin America & Caribbean,MY,2.5,112.5,1
2015,Latin America & Caribbean,NI,13,-85,2
2015,Latin America & Caribbean,PY,-23.33333,-58,4
2015,Latin America & Caribbean,ST,1,7,1
2015,Latin America & Caribbean,TH,15.5,101,2
2016,Latin America & Caribbean,NO,62,10,15
2016,Latin America & Caribbean,UA,49,32,9
2016,Latin America & Caribbean,VE,8,-66,12
2017,Latin America & Caribbean,CZ,49.75,15,19
2017,Latin America & Caribbean,FI,64,26,27
2017,Latin America & Caribbean,KH,13,105,1
2017,Latin America & Caribbean,NZ,-42,174,18
2017,Latin America & Caribbean,PY,-23.33333,-58,6
2017,Latin America & Caribbean,SE,62,15,78
2017,Latin America & Caribbean,TH,15.5,101,3
2017,Latin America & Caribbean,TZ,-6,35,2
2018,Latin America & Caribbean,CU,22,-79.5,11
2018,Latin America & Caribbean,EG,27,30,2
2018,Latin America & Caribbean,GB,54.75844,-2.69531,382
2018,Latin America & Caribbean,GT,15.5,-90.25,1
2018,Latin America & Caribbean,JP,35.68536,139.75309,35
2018,Latin America & Caribbean,TT,11,-61,2
2019,Latin America & Caribbean,BA,44.25,17.83333,1
2019,Latin America & Caribbean,BE,50.75,4.5,78
2019,Latin America & Caribbean,BS,25.04082,-77.37122,1
2019,Latin America & Caribbean,DK,56,10,32
2019,Latin America & Caribbean,IE,53,-8,32
2019,Latin America & Caribbean,PH,13.40882,122.56155,4
2019,Latin America & Caribbean,VN,16.16667,107.83333,8
2020,Latin America & Caribbean,AO,-12.5,18.5,3
2020,Latin America & Caribbean,BG,42.66667,25.25,1
2020,Latin America & Caribbean,CA,60.10867,-113.64258,358
2020,Latin America & Caribbean,CL,-30,-71,131
2020,Latin America & Caribbean,CR,10,-84,15
2020,Latin America & Caribbean,ES,40,-4,580
2020,Latin America & Caribbean,HN,15,-86.5,4
2020,Latin America & Caribbean,MA,28.5,-10,4
2021,Latin America & Caribbean,AT,47.33333,13.33333,42
2021,Latin America & Caribbean,AU,-25,135,144
2021,Latin America & Caribbean,BR,-10,-55,175
2021,Latin America & Caribbean,DE,51.5,10.5,371
2021,Latin America & Caribbean,DK,56,10,55
2021,Latin America & Caribbean,IL,31.5,34.75,10
2021,Latin America & Caribbean,LU,49.75,6.16667,9
2021,Latin America & Caribbean,NG,10,8,4
2021,Latin America & Caribbean,PH,13.40882,122.56155,2
2021,Latin America & Caribbean,QA,25.5,51.25,2
2021,Latin America & Caribbean,SG,1.36667,103.8,2
2021,Latin America & Caribbean,TW,24,121,3
2021,Latin America & Caribbean,UA,49,32,2
2021,Latin America & Caribbean,US,39.76,-98.5,1407
2022,Latin America & Caribbean,AR,-34,-64,71
2022,Latin America & Caribbean,CG,-1,15.5,1
2022,Latin America & Caribbean,CL,-30,-71,118
2022,Latin America & Caribbean,CR,10,-84,14
2022,Latin America & Caribbean,MA,28.5,-10,2
2022,Latin America & Caribbean,SA,25,45,12
2022,Latin America & Caribbean,TN,34,9,2
1990,Latin America & Caribbean,CA,60.10867,-113.64258,13
1990,Latin America & Caribbean,GT,15.5,-90.25,1
1990,Latin America & Caribbean,PT,39.6945,-8.13057,1
1991,Latin America & Caribbean,JM,18.16667,-77.25,1
1992,Latin America & Caribbean,CA,60.10867,-113.64258,42
1992,Latin America & Caribbean,DK,56,10,2
1993,Latin America & Caribbean,CL,-30,-71,5
1993,Latin America & Caribbean,US,39.76,-98.5,253
1994,Latin America & Caribbean,CO,4,-73.25,4
1994,Latin America & Caribbean,CZ,49.75,15,5
1994,Latin America & Caribbean,US,39.76,-98.5,247
1995,Latin America & Caribbean,PG,-6,147,1
1995,Latin America & Caribbean,SY,35,38,1
1995,Latin America & Caribbean,US,39.76,-98.5,257
1995,Latin America & Caribbean,ZA,-29,24,2
1996,Latin America & Caribbean,HU,47,20,3
1996,Latin America & Caribbean,NL,52.25,5.75,9
1996,Latin America & Caribbean,PY,-23.33333,-58,1
1996,Latin America & Caribbean,SE,62,15,11
1997,Latin America & Caribbean,BE,50.75,4.5,14
1997,Latin America & Caribbean,CO,4,-73.25,6
1997,Latin America & Caribbean,IE,53,-8,1
1998,Latin America & Caribbean,BR,-10,-55,23
1999,Latin America & Caribbean,CH,47.00016,8.01427,7
1999,Latin America & Caribbean,KW,29.5,47.75,1
1999,Latin America & Caribbean,TT,11,-61,1
2000,Latin America & Caribbean,CH,47.00016,8.01427,29
2000,Latin America & Caribbean,IL,31.5,34.75,3
2000,Latin America & Caribbean,MX,23,-102,20
2000,Latin America & Caribbean,TW,24,121,3
2000,Latin America & Caribbean,UY,-33,-56,2
2001,Latin America & Caribbean,CH,47.00016,8.01427,10
2001,Latin America & Caribbean,FI,64,26,1
2001,Latin America & Caribbean,IL,31.5,34.75,8
2001,Latin America & Caribbean,TR,39,35,1
2001,Latin America & Caribbean,TW,24,121,1
2002,Latin America & Caribbean,DE,51.5,10.5,82
2002,Latin America & Caribbean,MX,23,-102,23
2002,Latin America & Caribbean,NZ,-42,174,3
2002,Latin America & Caribbean,PL,52,20,2
2003,Latin America & Caribbean,DO,19,-70.66667,1
2003,Latin America & Caribbean,FI,64,26,2
2003,Latin America & Caribbean,NZ,-42,174,4
2003,Latin America & Caribbean,PL,52,20,2
2003,Latin America & Caribbean,UA,49,32,1
2003,Latin America & Caribbean,UY,-33,-56,6
2004,Latin America & Caribbean,CU,22,-79.5,11
2004,Latin America & Caribbean,NZ,-42,174,4
2004,Latin America & Caribbean,PT,39.6945,-8.13057,21
2005,Latin America & Caribbean,AT,47.33333,13.33333,6
2005,Latin America & Caribbean,CU,22,-79.5,5
2005,Latin America & Caribbean,FR,46,2,171
2005,Latin America & Caribbean,NO,62,10,4
2005,Latin America & Caribbean,PL,52,20,4
2005,Latin America & Caribbean,PT,39.6945,-8.13057,45
2006,Latin America & Caribbean,AR,-34,-64,47
2006,Latin America & Caribbean,AT,47.33333,13.33333,13
2006,Latin America & Caribbean,DK,56,10,5
2006,Latin America & Caribbean,EG,27,30,1
2007,Latin America & Caribbean,EG,27,30,1
2007,Latin America & Caribbean,FR,46,2,187
2007,Latin America & Caribbean,IN,22,79,3
2007,Latin America & Caribbean,PE,-10,-75.25,10
2007,Latin America & Caribbean,PT,39.6945,-8.13057,82
2008,Latin America & Caribbean,CL,-30,-71,24
2008,Latin America & Caribbean,NG,10,8,1
2008,Latin America & Caribbean,PH,13.40882,122.56155,1
2008,Latin America & Caribbean,RU,60,100,4
2009,Latin America & Caribbean,AR,-34,-64,38
2009,Latin America & Caribbean,ES,40,-4,249
2009,Latin America & Caribbean,NG,10,8,2
2009,Latin America & Caribbean,PY,-23.33333,-58,2
2009,Latin America & Caribbean,VE,8,-66,4
2009,Latin America & Caribbean,BY,53,28,1
2009,Latin America & Caribbean,CN,35,105,4
2009,Latin America & Caribbean,FR,46,2,197
2009,Latin America & Caribbean,GB,54.75844,-2.69531,182
2009,Latin America & Caribbean,GT,15.5,-90.25,1
2009,Latin America & Caribbean,IN,22,79,6
2009,Latin America & Caribbean,KR,36.5,127.75,8
2009,Latin America & Caribbean,NO,62,10,15
2009,Latin America & Caribbean,PL,52,20,3
2009,Latin America & Caribbean,PT,39.6945,-8.13057,61
2009,Latin America & Caribbean,TT,11,-61,2
2009,Latin America & Caribbean,ZA,-29,24,8
2010,Latin America & Caribbean,BE,50.75,4.5,46
2010,Latin America & Caribbean,DK,56,10,12
2010,Latin America & Caribbean,PE,-10,-75.25,20
2011,Latin America & Caribbean,AO,-12.5,18.5,1
2011,Latin America & Caribbean,CA,60.10867,-113.64258,170
2011,Latin America & Caribbean,CM,6,12.5,1
2011,Latin America & Caribbean,CR,10,-84,3
2011,Latin America & Caribbean,GB,54.75844,-2.69531,195
2011,Latin America & Caribbean,IN,22,79,4
2011,Latin America & Caribbean,KR,36.5,127.75,3
2011,Latin America & Caribbean,PA,9,-80,6
2011,Latin America & Caribbean,SA,25,45,1
2011,Latin America & Caribbean,TT,11,-61,1
2012,Latin America & Caribbean,DK,56,10,28
2012,Latin America & Caribbean,NE,18,9,1
2012,Latin America & Caribbean,PK,30,70,4
2012,Latin America & Caribbean,RO,46,25,1
2012,Latin America & Caribbean,RS,44.81892,20.45998,1
2012,Latin America & Caribbean,RU,60,100,3
2012,Latin America & Caribbean,UY,-33,-56,13
2013,Latin America & Caribbean,AR,-34,-64,68
2013,Latin America & Caribbean,BO,-17,-65,2
2013,Latin America & Caribbean,CA,60.10867,-113.64258,198
2013,Latin America & Caribbean,CL,-30,-71,47
2013,Latin America & Caribbean,EG,27,30,3
2013,Latin America & Caribbean,ES,40,-4,321
2013,Latin America & Caribbean,GR,39,22,8
2013,Latin America & Caribbean,SA,25,45,2
2013,Latin America & Caribbean,TR,39,35,4
2014,Latin America & Caribbean,CU,22,-79.5,3
2014,Latin America & Caribbean,EE,59,26,1
2014,Latin America & Caribbean,JM,18.16667,-77.25,6
2014,Latin America & Caribbean,LU,49.75,6.16667,3
2014,Latin America & Caribbean,RO,46,25,3
2014,Latin America & Caribbean,UY,-33,-56,24
2015,Latin America & Caribbean,CL,-30,-71,65
2015,Latin America & Caribbean,CO,4,-73.25,71
2015,Latin America & Caribbean,CZ,49.75,15,10
2015,Latin America & Caribbean,GR,39,22,4
2015,Latin America & Caribbean,HN,15,-86.5,1
2015,Latin America & Caribbean,HR,45.16667,15.5,1
2015,Latin America & Caribbean,IS,65,-18,1
2015,Latin America & Caribbean,NZ,-42,174,14
2015,Latin America & Caribbean,OM,21,57,1
2015,Latin America & Caribbean,SI,46.08333,15,1
2016,Latin America & Caribbean,CN,35,105,22
2016,Latin America & Caribbean,DO,19,-70.66667,2
2016,Latin America & Caribbean,EC,-1.25,-78.25,48
2016,Latin America & Caribbean,ET,9,39.5,1
2016,Latin America & Caribbean,LU,49.75,6.16667,4
2016,Latin America & Caribbean,NL,52.25,5.75,123
2016,Latin America & Caribbean,PL,52,20,4
2016,Latin America & Caribbean,PT,39.6945,-8.13057,185
2016,Latin America & Caribbean,SK,48.66667,19.5,1
2017,Latin America & Caribbean,BE,50.75,4.5,90
2017,Latin America & Caribbean,GD,12.11667,-61.66667,2
2017,Latin America & Caribbean,HU,47,20,2
2017,Latin America & Caribbean,ID,-5,120,2
2017,Latin America & Caribbean,IE,53,-8,26
2017,Latin America & Caribbean,IR,32,53,1
2017,Latin America & Caribbean,VN,16.16667,107.83333,4
2018,Latin America & Caribbean,AO,-12.5,18.5,4
2018,Latin America & Caribbean,BW,-22,24,1
2018,Latin America & Caribbean,IN,22,79,15
2018,Latin America & Caribbean,KR,36.5,127.75,7
2018,Latin America & Caribbean,KZ,48,68,5
2018,Latin America & Caribbean,LC,13.88333,-60.96667,1
2018,Latin America & Caribbean,MK,41.66667,21.75,1
2018,Latin America & Caribbean,PT,39.6945,-8.13057,169
2018,Latin America & Caribbean,SK,48.66667,19.5,7
2018,Latin America & Caribbean,ZA,-29,24,11
2019,Latin America & Caribbean,AU,-25,135,169
2019,Latin America & Caribbean,GD,12.11667,-61.66667,1
2019,Latin America & Caribbean,HU,47,20,3
2019,Latin America & Caribbean,JM,18.16667,-77.25,8
2019,Latin America & Caribbean,KN,17.33333,-62.75,1
2019,Latin America & Caribbean,RU,60,100,11
2019,Latin America & Caribbean,SG,1.36667,103.8,8
2019,Latin America & Caribbean,TW,24,121,2
2020,Latin America & Caribbean,AR,-34,-64,80
2020,Latin America & Caribbean,CH,47.00016,8.01427,99
2020,Latin America & Caribbean,CV,16,-24,1
2020,Latin America & Caribbean,EG,27,30,2
2020,Latin America & Caribbean,IT,42.83333,12.83333,125
2020,Latin America & Caribbean,PA,9,-80,6
2020,Latin America & Caribbean,TT,11,-61,3
2021,Latin America & Caribbean,EC,-1.25,-78.25,62
2021,Latin America & Caribbean,IQ,33,44,1
2021,Latin America & Caribbean,KN,17.33333,-62.75,1
2021,Latin America & Caribbean,MC,43.73141,7.41903,1
2021,Latin America & Caribbean,PK,30,70,6
2010,Latin America & Caribbean,HU,47,20,3
2010,Latin America & Caribbean,ID,-5,120,1
2011,Latin America & Caribbean,AR,-34,-64,36
2011,Latin America & Caribbean,EG,27,30,1
2011,Latin America & Caribbean,ES,40,-4,285
2011,Latin America & Caribbean,FR,46,2,238
2011,Latin America & Caribbean,HN,15,-86.5,1
2011,Latin America & Caribbean,IT,42.83333,12.83333,79
2011,Latin America & Caribbean,MZ,-18.25,35,3
2012,Latin America & Caribbean,AT,47.33333,13.33333,20
2012,Latin America & Caribbean,JM,18.16667,-77.25,3
2012,Latin America & Caribbean,MX,23,-102,49
2012,Latin America & Caribbean,PH,13.40882,122.56155,2
2012,Latin America & Caribbean,TW,24,121,3
2013,Latin America & Caribbean,AO,-12.5,18.5,1
2013,Latin America & Caribbean,HN,15,-86.5,1
2013,Latin America & Caribbean,IT,42.83333,12.83333,82
2013,Latin America & Caribbean,KR,36.5,127.75,6
2013,Latin America & Caribbean,PA,9,-80,2
2014,Latin America & Caribbean,IL,31.5,34.75,11
2014,Latin America & Caribbean,LT,55.41667,24,1
2014,Latin America & Caribbean,PL,52,20,5
2014,Latin America & Caribbean,TW,24,121,2
2014,Latin America & Caribbean,UA,49,32,1
2014,Latin America & Caribbean,US,39.76,-98.5,1296
2015,Latin America & Caribbean,BB,13.16453,-59.55165,1
2015,Latin America & Caribbean,FI,64,26,13
2015,Latin America & Caribbean,KE,1,38,3
2015,Latin America & Caribbean,SE,62,15,35
2015,Latin America & Caribbean,TR,39,35,4
2016,Latin America & Caribbean,CU,22,-79.5,6
2016,Latin America & Caribbean,GT,15.5,-90.25,2
2016,Latin America & Caribbean,IN,22,79,17
2016,Latin America & Caribbean,JP,35.68536,139.75309,25
2016,Latin America & Caribbean,LK,7.75,80.75,4
2016,Latin America & Caribbean,SD,16,30,1
2016,Latin America & Caribbean,US,39.76,-98.5,1681
2016,Latin America & Caribbean,ZA,-29,24,13
2017,Latin America & Caribbean,BF,12.5,-1.66667,1
2017,Latin America & Caribbean,BJ,9.5,2.25,2
2017,Latin America & Caribbean,BS,25.04082,-77.37122,1
2017,Latin America & Caribbean,CO,4,-73.25,142
2017,Latin America & Caribbean,NI,13,-85,1
2017,Latin America & Caribbean,PE,-10,-75.25,47
2017,Latin America & Caribbean,SI,46.08333,15,2
2018,Latin America & Caribbean,CN,35,105,32
2018,Latin America & Caribbean,CV,16,-24,1
2018,Latin America & Caribbean,FR,46,2,333
2018,Latin America & Caribbean,MZ,-18.25,35,10
2018,Latin America & Caribbean,NL,52.25,5.75,135
2018,Latin America & Caribbean,SV,13.83333,-88.91667,5
2019,Latin America & Caribbean,AT,47.33333,13.33333,32
2019,Latin America & Caribbean,BR,-10,-55,161
2019,Latin America & Caribbean,PE,-10,-75.25,66
2019,Latin America & Caribbean,PK,30,70,8
2020,Latin America & Caribbean,AE,23.75,54.5,3
2020,Latin America & Caribbean,AG,17.05,-61.8,1
2020,Latin America & Caribbean,FR,46,2,359
2020,Latin America & Caribbean,GB,54.75844,-2.69531,475
2020,Latin America & Caribbean,GR,39,22,1
2020,Latin America & Caribbean,KR,36.5,127.75,8
2020,Latin America & Caribbean,MZ,-18.25,35,10
2020,Latin America & Caribbean,PT,39.6945,-8.13057,254
2020,Latin America & Caribbean,SA,25,45,8
2020,Latin America & Caribbean,SV,13.83333,-88.91667,8
2020,Latin America & Caribbean,TR,39,35,6
2021,Latin America & Caribbean,EE,59,26,4
2021,Latin America & Caribbean,JM,18.16667,-77.25,14
2021,Latin America & Caribbean,LT,55.41667,24,4
2021,Latin America & Caribbean,MX,23,-102,88
2021,Latin America & Caribbean,RO,46,25,1
2021,Latin America & Caribbean,RS,44.81892,20.45998,1
2021,Latin America & Caribbean,RU,60,100,14
2021,Latin America & Caribbean,UY,-33,-56,27
2022,Latin America & Caribbean,AO,-12.5,18.5,2
2022,Latin America & Caribbean,BF,12.5,-1.66667,1
2022,Latin America & Caribbean,BO,-17,-65,13
2022,Latin America & Caribbean,CH,47.00016,8.01427,101
2022,Latin America & Caribbean,CV,16,-24,1
2022,Latin America & Caribbean,FI,64,26,29
2022,Latin America & Caribbean,FJ,-18,178,1
2022,Latin America & Caribbean,GR,39,22,7
2022,Latin America & Caribbean,HN,15,-86.5,1
2022,Latin America & Caribbean,KE,1,38,1
2022,Latin America & Caribbean,PY,-23.33333,-58,8
2022,Latin America & Caribbean,RW,-2,30,2
2023,Latin America & Caribbean,CD,-2.5,23.5,2
2023,Latin America & Caribbean,CL,-30,-71,119
2023,Latin America & Caribbean,CZ,49.75,15,31
2023,Latin America & Caribbean,FI,64,26,22
2023,Latin America & Caribbean,IT,42.83333,12.83333,142
2023,Latin America & Caribbean,LY,28,17,1
2023,Latin America & Caribbean,NZ,-42,174,17
2023,Latin America & Caribbean,SE,62,15,43
2023,Latin America & Caribbean,BD,24,90,1
2023,Latin America & Caribbean,DO,19,-70.66667,9
2023,Latin America & Caribbean,LT,55.41667,24,2
2023,Latin America & Caribbean,MN,46,105,2
2023,Latin America & Caribbean,NO,62,10,34
2023,Latin America & Caribbean,QA,25.5,51.25,1
2023,Latin America & Caribbean,RS,44.81892,20.45998,2
1991,Latin America & Caribbean,GB,54.75844,-2.69531,34
1991,Latin America & Caribbean,NO,62,10,1
1992,Latin America & Caribbean,BE,50.75,4.5,6
1992,Latin America & Caribbean,SE,62,15,8
1993,Latin America & Caribbean,CN,35,105,3
1993,Latin America & Caribbean,GB,54.75844,-2.69531,54
1993,Latin America & Caribbean,KR,36.5,127.75,1
1993,Latin America & Caribbean,ZA,-29,24,1
1994,Latin America & Caribbean,AU,-25,135,7
1994,Latin America & Caribbean,BR,-10,-55,8
1994,Latin America & Caribbean,DK,56,10,5
1994,Latin America & Caribbean,PK,30,70,2
1994,Latin America & Caribbean,RU,60,100,3
1994,Latin America & Caribbean,ZW,-19,29.75,1
1995,Latin America & Caribbean,CA,60.10867,-113.64258,36
1995,Latin America & Caribbean,CH,47.00016,8.01427,8
1995,Latin America & Caribbean,ES,40,-4,41
1995,Latin America & Caribbean,FR,46,2,59
1995,Latin America & Caribbean,IT,42.83333,12.83333,26
1996,Latin America & Caribbean,DK,56,10,2
1996,Latin America & Caribbean,RU,60,100,5
1997,Latin America & Caribbean,BO,-17,-65,1
1997,Latin America & Caribbean,ES,40,-4,53
1997,Latin America & Caribbean,FI,64,26,5
1997,Latin America & Caribbean,IT,42.83333,12.83333,23
1998,Latin America & Caribbean,DE,51.5,10.5,42
1998,Latin America & Caribbean,NO,62,10,4
1998,Latin America & Caribbean,US,39.76,-98.5,339
1999,Latin America & Caribbean,AM,40.25,45,1
1999,Latin America & Caribbean,CO,4,-73.25,9
1999,Latin America & Caribbean,IE,53,-8,1
2000,Latin America & Caribbean,UA,49,32,1
2001,Latin America & Caribbean,AT,47.33333,13.33333,4
2001,Latin America & Caribbean,BE,50.75,4.5,8
2001,Latin America & Caribbean,BR,-10,-55,43
2001,Latin America & Caribbean,CO,4,-73.25,7
2001,Latin America & Caribbean,PE,-10,-75.25,2
2002,Latin America & Caribbean,AR,-34,-64,11
2002,Latin America & Caribbean,CA,60.10867,-113.64258,76
2002,Latin America & Caribbean,CH,47.00016,8.01427,27
2002,Latin America & Caribbean,GT,15.5,-90.25,2
2002,Latin America & Caribbean,PT,39.6945,-8.13057,32
2003,Latin America & Caribbean,AU,-25,135,15
2003,Latin America & Caribbean,DE,51.5,10.5,107
2003,Latin America & Caribbean,JM,18.16667,-77.25,3
2003,Latin America & Caribbean,MX,23,-102,24
2004,Latin America & Caribbean,GR,39,22,1
2004,Latin America & Caribbean,IT,42.83333,12.83333,68
2004,Latin America & Caribbean,MA,28.5,-10,1
2004,Latin America & Caribbean,PA,9,-80,2
2004,Latin America & Caribbean,SA,25,45,3
2005,Latin America & Caribbean,PH,13.40882,122.56155,1
2005,Latin America & Caribbean,SG,1.36667,103.8,3
2005,Latin America & Caribbean,TW,24,121,3
2005,Latin America & Caribbean,UA,49,32,1
2005,Latin America & Caribbean,UY,-33,-56,8
2006,Latin America & Caribbean,CA,60.10867,-113.64258,132
2006,Latin America & Caribbean,ES,40,-4,199
2006,Latin America & Caribbean,FI,64,26,3
2006,Latin America & Caribbean,HR,45.16667,15.5,2
2006,Latin America & Caribbean,NP,28,84,1
2006,Latin America & Caribbean,NZ,-42,174,3
2007,Latin America & Caribbean,JP,35.68536,139.75309,55
