year_collaboration,main_field_id,country_region,n_pub_region,co_country_region,n_pub,prop_coll
2009,5,SSA,1168,Domestic,373,0.319349315
2009,All,SSA,16496,Domestic,4677,0.283523278
2008,1,SSA,2243,Domestic,428,0.190815872
2008,2,SSA,8232,Domestic,2167,0.263241011
2008,3,SSA,2304,Domestic,879,0.381510417
2008,4,SSA,2307,Domestic,649,0.281317729
2008,5,SSA,1062,Domestic,375,0.353107345
2008,All,SSA,14596,Domestic,4044,0.277062209
2007,1,SSA,1787,Domestic,359,0.200895355
2007,2,SSA,7382,Domestic,2012,0.272554863
2007,3,SSA,2275,Domestic,874,0.384175824
2007,4,SSA,2382,Domestic,747,0.313602015
2007,5,SSA,986,Domestic,340,0.344827586
2007,All,SSA,13368,Domestic,3885,0.29061939
2006,1,SSA,1754,Domestic,341,0.194412771
2006,2,SSA,6556,Domestic,1554,0.237034777
2006,3,SSA,2018,Domestic,827,0.409811695
2006,4,SSA,2386,Domestic,732,0.306789606
2006,5,SSA,845,Domestic,285,0.337278107
2006,All,SSA,12291,Domestic,3327,0.270685868
2005,1,SSA,1458,Domestic,298,0.204389575
2005,2,SSA,6074,Domestic,1801,0.296509714
2005,3,SSA,1746,Domestic,628,0.359679267
2005,4,SSA,1969,Domestic,669,0.339766379
2005,5,SSA,701,Domestic,195,0.278174037
2005,All,SSA,10793,Domestic,3214,0.297785602
2004,1,SSA,1230,Domestic,222,0.180487805
2004,2,SSA,5042,Domestic,1484,0.294327648
2004,3,SSA,1681,Domestic,627,0.372992267
2004,4,SSA,1902,Domestic,609,0.320189274
2004,5,SSA,618,Domestic,184,0.297734628
2004,All,SSA,9445,Domestic,2797,0.296135521
2003,1,SSA,965,Domestic,174,0.180310881
2003,2,SSA,4334,Domestic,1223,0.282187356
2003,3,SSA,1376,Domestic,495,0.359738372
2003,4,SSA,1619,Domestic,520,0.321185917
2003,5,SSA,470,Domestic,142,0.30212766
2003,All,SSA,8002,Domestic,2285,0.285553612
2002,1,SSA,909,Domestic,171,0.188118812
2002,2,SSA,4210,Domestic,1256,0.298337292
2002,3,SSA,1368,Domestic,512,0.374269006
2002,4,SSA,1551,Domestic,484,0.312056738
2002,5,SSA,501,Domestic,138,0.275449102
2002,All,SSA,7777,Domestic,2315,0.297672624
2001,1,SSA,809,Domestic,144,0.177997528
2001,2,SSA,3788,Domestic,1067,0.281678986
2001,3,SSA,1227,Domestic,436,0.355338223
2001,4,SSA,1381,Domestic,428,0.309920348
2001,5,SSA,394,Domestic,89,0.225888325
2001,All,SSA,6941,Domestic,1960,0.282380061
2000,1,SSA,806,Domestic,131,0.162531017
2000,2,SSA,3611,Domestic,1043,0.288839657
2000,3,SSA,1115,Domestic,412,0.369506726
2000,4,SSA,1280,Domestic,408,0.31875
2000,5,SSA,354,Domestic,65,0.183615819
2000,All,SSA,6534,Domestic,1870,0.286195286
1999,1,SSA,747,Domestic,124,0.165997323
1999,2,SSA,3250,Domestic,980,0.301538462
1999,3,SSA,1234,Domestic,415,0.3363047
1999,4,SSA,1211,Domestic,405,0.334434352
1999,5,SSA,372,Domestic,65,0.174731183
1999,All,SSA,6224,Domestic,1832,0.294344473
1998,1,SSA,682,Domestic,95,0.139296188
1998,2,SSA,3138,Domestic,925,0.294773741
1998,3,SSA,1024,Domestic,366,0.357421875
1998,4,SSA,1091,Domestic,344,0.315307058
1998,5,SSA,318,Domestic,47,0.147798742
1998,All,SSA,5687,Domestic,1625,0.285739406
1997,1,SSA,642,Domestic,101,0.157320872
1997,2,SSA,3136,Domestic,994,0.316964286
1997,3,SSA,932,Domestic,341,0.365879828
1997,4,SSA,1101,Domestic,354,0.321525886
1997,5,SSA,271,Domestic,54,0.199261993
1997,All,SSA,5595,Domestic,1697,0.303306524
1996,1,SSA,667,Domestic,100,0.149925037
1996,2,SSA,2892,Domestic,873,0.30186722
1996,3,SSA,1047,Domestic,396,0.378223496
1996,4,SSA,1070,Domestic,358,0.334579439
1996,5,SSA,285,Domestic,61,0.214035088
1996,All,SSA,5436,Domestic,1628,0.299484915
1995,1,SSA,648,Domestic,105,0.162037037
1995,2,SSA,2779,Domestic,939,0.337891328
1995,3,SSA,1002,Domestic,432,0.431137725
1995,4,SSA,1005,Domestic,379,0.377114428
1995,5,SSA,288,Domestic,73,0.253472222
1995,All,SSA,5251,Domestic,1765,0.336126452
1994,1,SSA,596,Domestic,98,0.16442953
1994,2,SSA,2926,Domestic,963,0.32911825
1994,3,SSA,1031,Domestic,498,0.483026188
1994,4,SSA,963,Domestic,309,0.320872274
1994,5,SSA,286,Domestic,92,0.321678322
1994,All,SSA,5294,Domestic,1786,0.337363053
1993,1,SSA,556,Domestic,86,0.154676259
1993,2,SSA,2821,Domestic,999,0.354129741
1993,3,SSA,919,Domestic,450,0.489662677
1993,4,SSA,907,Domestic,336,0.37045204
1993,5,SSA,247,Domestic,67,0.271255061
1993,All,SSA,5015,Domestic,1788,0.356530409
1992,1,SSA,508,Domestic,77,0.151574803
1992,2,SSA,2852,Domestic,999,0.350280505
1992,3,SSA,930,Domestic,445,0.478494624
1992,4,SSA,896,Domestic,299,0.333705357
1992,5,SSA,229,Domestic,67,0.292576419
1992,All,SSA,4966,Domestic,1739,0.350181232
1991,1,SSA,500,Domestic,102,0.204
1991,2,SSA,2782,Domestic,929,0.333932423
1991,3,SSA,808,Domestic,349,0.431930693
1991,4,SSA,940,Domestic,335,0.356382979
1991,5,SSA,259,Domestic,75,0.28957529
1991,All,SSA,4832,Domestic,1617,0.33464404
1990,1,SSA,506,Domestic,82,0.162055336
1990,2,SSA,2939,Domestic,987,0.335828513
1990,3,SSA,785,Domestic,388,0.494267516
1990,4,SSA,929,Domestic,306,0.329386437
1990,5,SSA,219,Domestic,57,0.260273973
1990,All,SSA,4953,Domestic,1677,0.338582677
