year_collaboration,main_field_id,country_region,n_pub_region,co_country_region,n_pub,prop_coll
1996,5,LAC,1311,SSA,1,0.000762777
1996,All,LAC,13699,SSA,27,0.001970947
1995,1,LAC,534,SSA,1,0.001872659
1995,2,LAC,6084,SSA,12,0.001972387
1995,3,LAC,3842,SSA,4,0.001041124
1995,4,LAC,1458,SSA,1,0.000685871
1995,5,LAC,1152,SSA,3,0.002604167
1995,All,LAC,11918,SSA,19,0.001594227
1994,1,LAC,545,SSA,1,0.001834862
1994,2,LAC,5458,SSA,11,0.00201539
1994,3,LAC,3358,SSA,5,0.001488982
1994,4,LAC,1290,SSA,3,0.002325581
1994,5,LAC,920,SSA,2,0.002173913
1994,All,LAC,10513,SSA,19,0.001807286
1993,2,LAC,4919,SSA,15,0.0030494
1993,3,LAC,2916,SSA,4,0.001371742
1993,4,LAC,1160,SSA,4,0.003448276
1993,5,LAC,748,SSA,1,0.001336898
1993,All,LAC,9312,SSA,22,0.002362543
1992,1,LAC,381,SSA,1,0.002624672
1992,2,LAC,4801,SSA,7,0.00145803
1992,3,LAC,2727,SSA,6,0.00220022
1992,4,LAC,908,SSA,2,0.002202643
1992,5,LAC,673,SSA,1,0.001485884
1992,All,LAC,8705,SSA,15,0.001723148
1991,1,LAC,380,SSA,1,0.002631579
1991,2,LAC,4361,SSA,6,0.001375831
1991,3,LAC,2259,SSA,3,0.001328021
1991,4,LAC,880,SSA,2,0.002272727
1991,5,LAC,617,SSA,1,0.001620746
1991,All,LAC,7732,SSA,12,0.001551992
1990,2,LAC,4243,SSA,7,0.001649776
1990,3,LAC,2112,SSA,2,0.00094697
1990,4,LAC,803,SSA,3,0.00373599
1990,All,LAC,7349,SSA,11,0.001496802
2023,1,LAC,25957,Solo,10740,0.41376122
2023,2,LAC,66743,Solo,5995,0.089822154
2023,3,LAC,34072,Solo,3354,0.098438601
2023,4,LAC,24790,Solo,2074,0.083662767
2023,5,LAC,14366,Solo,2446,0.170263121
2023,All,LAC,145475,Solo,21714,0.14926276
2022,1,LAC,28741,Solo,12334,0.429143036
2022,2,LAC,78066,Solo,6905,0.088450798
2022,3,LAC,37386,Solo,3773,0.100920131
2022,4,LAC,27758,Solo,2287,0.082390662
2022,5,LAC,16759,Solo,2912,0.173757384
2022,All,LAC,165850,Solo,24951,0.150443172
2021,1,LAC,29259,Solo,12479,0.426501247
2021,2,LAC,83341,Solo,7146,0.085744112
2021,3,LAC,41582,Solo,3917,0.094199413
2021,4,LAC,30505,Solo,2309,0.075692509
2021,5,LAC,17933,Solo,2893,0.161322701
2021,All,LAC,178046,Solo,25479,0.143103468
2020,1,LAC,25481,Solo,10506,0.412307209
2020,2,LAC,81327,Solo,7006,0.086146052
2020,3,LAC,41591,Solo,3510,0.084393258
2020,4,LAC,29361,Solo,2233,0.076053268
2020,5,LAC,17468,Solo,2696,0.154339363
2020,All,LAC,171726,Solo,22981,0.133823649
2019,1,LAC,19638,Solo,8315,0.42341379
2019,2,LAC,66602,Solo,5687,0.085387826
2019,3,LAC,38152,Solo,3290,0.086234011
2019,4,LAC,24546,Solo,1820,0.0741465
2019,5,LAC,16464,Solo,2348,0.142614189
2019,All,LAC,145475,Solo,18950,0.130262932
2018,1,LAC,18610,Solo,8091,0.434766255
2018,2,LAC,64032,Solo,5339,0.083380185
2018,3,LAC,35764,Solo,3139,0.087769824
2018,4,LAC,23511,Solo,1803,0.076687508
2018,5,LAC,15861,Solo,2320,0.146270727
2018,All,LAC,139122,Solo,18353,0.131920185
2017,1,LAC,17517,Solo,7809,0.445795513
2017,2,LAC,61401,Solo,5285,0.086073517
2017,3,LAC,33322,Solo,2852,0.0855891
2017,4,LAC,21212,Solo,1615,0.076136149
2017,5,LAC,13904,Solo,1985,0.142764672
2017,All,LAC,130307,Solo,17416,0.133653603
2016,1,LAC,16067,Solo,7301,0.45440966
2016,2,LAC,56674,Solo,5260,0.092811519
2016,3,LAC,31529,Solo,3020,0.095784833
2016,4,LAC,20391,Solo,1621,0.079495856
2016,5,LAC,12803,Solo,1916,0.149652425
2016,All,LAC,121411,Solo,16982,0.139872005
2015,1,LAC,14189,Solo,6581,0.463809994
2015,2,LAC,54318,Solo,5123,0.09431496
2015,3,LAC,29293,Solo,2695,0.092001502
2015,4,LAC,17267,Solo,1402,0.081195344
2015,5,LAC,12313,Solo,1862,0.151222285
2015,All,LAC,112857,Solo,15617,0.138378656
2014,1,LAC,12330,Solo,5996,0.486293593
2014,2,LAC,50191,Solo,5157,0.102747505
2014,3,LAC,27093,Solo,2607,0.096224117
2014,4,LAC,15967,Solo,1360,0.085175675
2014,5,LAC,11111,Solo,1761,0.158491585
2014,All,LAC,103794,Solo,14973,0.144256893
2013,1,LAC,10525,Solo,5074,0.482090261
2013,2,LAC,45339,Solo,5721,0.126182757
2013,3,LAC,24856,Solo,2554,0.102751851
2013,4,LAC,14703,Solo,1412,0.096034823
2013,5,LAC,10008,Solo,1513,0.151179057
2013,All,LAC,93798,Solo,14591,0.155557688
2012,1,LAC,9431,Solo,4681,0.496341851
2012,2,LAC,41876,Solo,6213,0.148366606
2012,3,LAC,23407,Solo,2618,0.111846883
2012,4,LAC,13520,Solo,1492,0.11035503
2012,5,LAC,8832,Solo,1508,0.170742754
2012,All,LAC,86886,Solo,14831,0.170694934
2011,1,LAC,7842,Solo,4041,0.515302219
2011,2,LAC,39552,Solo,6311,0.159562095
2011,3,LAC,21056,Solo,2405,0.114219225
2011,4,LAC,12633,Solo,1495,0.118340853
2011,5,LAC,7874,Solo,1346,0.170942342
2011,All,LAC,79858,Solo,14006,0.175386311
2010,1,LAC,7391,Solo,3936,0.532539575
2010,2,LAC,35708,Solo,6156,0.172398342
2010,3,LAC,19828,Solo,2186,0.110248134
2010,4,LAC,11785,Solo,1396,0.118455664
2010,5,LAC,7351,Solo,1267,0.172357502
2010,All,LAC,73407,Solo,13420,0.182816353
2009,1,LAC,5986,Solo,3164,0.528566656
2009,2,LAC,32551,Solo,6023,0.185032718
2009,3,LAC,19158,Solo,2269,0.118436162
2009,4,LAC,10779,Solo,1361,0.126264032
2009,5,LAC,7390,Solo,1288,0.174289581
2009,All,LAC,68111,Solo,12656,0.185814332
2008,1,LAC,5533,Solo,3096,0.55955178
2008,2,LAC,29880,Solo,5746,0.192302544
2008,3,LAC,17917,Solo,2137,0.1192722
2008,4,LAC,9952,Solo,1370,0.137660772
2008,5,LAC,6889,Solo,1274,0.184932501
2008,All,LAC,63032,Solo,12333,0.195662521
2007,1,LAC,4336,Solo,2473,0.570341328
2007,2,LAC,27418,Solo,5108,0.18630097
2007,3,LAC,16785,Solo,2155,0.128388442
2007,4,LAC,8973,Solo,1268,0.141312827
2007,5,LAC,5889,Solo,1136,0.192902021
2007,All,LAC,57051,Solo,10922,0.191442744
2006,1,LAC,3566,Solo,2069,0.580201907
2006,2,LAC,24726,Solo,4914,0.19873817
2006,3,LAC,15326,Solo,2036,0.132846144
2006,4,LAC,7931,Solo,1121,0.141344093
2006,5,LAC,5362,Solo,1075,0.200484894
2006,All,LAC,51329,Solo,10084,0.196458143
2005,1,LAC,2991,Solo,1768,0.591106653
2005,2,LAC,21061,Solo,4417,0.209724135
2005,3,LAC,14485,Solo,1910,0.131860545
2005,4,LAC,6911,Solo,1087,0.157285487
2005,5,LAC,4595,Solo,1004,0.218498368
2005,All,LAC,45282,Solo,9174,0.202597058
2004,1,LAC,2446,Solo,1476,0.603434178
2004,2,LAC,19056,Solo,4189,0.219825777
2004,3,LAC,12967,Solo,1774,0.136808822
2004,4,LAC,5918,Solo,955,0.161372085
2004,5,LAC,4201,Solo,950,0.226136634
2004,All,LAC,40481,Solo,8420,0.207998814
2003,1,LAC,2260,Solo,1396,0.617699115
2003,2,LAC,16732,Solo,4010,0.239660531
2003,3,LAC,11565,Solo,1787,0.154517942
2003,4,LAC,5363,Solo,993,0.185157561
2003,5,LAC,3589,Solo,874,0.243521872
2003,All,LAC,35680,Solo,8142,0.228195067
2002,1,LAC,1806,Solo,1136,0.629014396
2002,2,LAC,14722,Solo,3757,0.255196305
2002,3,LAC,11104,Solo,1629,0.14670389
2002,4,LAC,4941,Solo,975,0.197328476
2002,5,LAC,3229,Solo,850,0.263239393
2002,All,LAC,32408,Solo,7492,0.231177487
2001,1,LAC,1558,Solo,1002,0.643132221
2001,2,LAC,12582,Solo,3331,0.264743284
2001,3,LAC,10319,Solo,1608,0.155829053
2001,4,LAC,4165,Solo,907,0.217767107
2001,5,LAC,2777,Solo,789,0.284119553
2001,All,LAC,28545,Solo,6889,0.241338238
2000,1,LAC,1332,Solo,913,0.685435435
2000,2,LAC,11551,Solo,3122,0.270279629
2000,3,LAC,8678,Solo,1792,0.206499193
2000,4,LAC,3761,Solo,834,0.221749535
2000,5,LAC,2306,Solo,896,0.388551605
2000,All,LAC,25183,Solo,6755,0.268236509
1999,1,LAC,1087,Solo,736,0.677092916
1999,2,LAC,9986,Solo,2938,0.294211897
1999,3,LAC,7757,Solo,1581,0.203815908
1999,4,LAC,3171,Solo,782,0.246609902
1999,5,LAC,1919,Solo,762,0.397081813
1999,All,LAC,21793,Solo,6111,0.280411141
1998,1,LAC,908,Solo,618,0.68061674
1998,2,LAC,9015,Solo,2835,0.314475874
1998,3,LAC,6497,Solo,1400,0.21548407
1998,4,LAC,2290,Solo,623,0.272052402
1998,5,LAC,1791,Solo,705,0.393634841
1998,All,LAC,18589,Solo,5542,0.298133305
1997,1,LAC,804,Solo,558,0.694029851
1997,2,LAC,7890,Solo,2769,0.35095057
1997,3,LAC,5710,Solo,1239,0.216987741
1997,4,LAC,1991,Solo,577,0.289804119
1997,5,LAC,1468,Solo,622,0.423705722
1997,All,LAC,16167,Solo,5148,0.318426424
1996,1,LAC,651,Solo,449,0.689708141
1996,2,LAC,6827,Solo,2446,0.358283287
1996,3,LAC,4724,Solo,1012,0.214225233
1996,4,LAC,1537,Solo,453,0.294729993
1996,5,LAC,1311,Solo,499,0.380625477
1996,All,LAC,13699,Solo,4408,0.321775312
1995,1,LAC,534,Solo,383,0.717228464
1995,2,LAC,6084,Solo,2372,0.389875082
1995,3,LAC,3842,Solo,786,0.204580947
1995,4,LAC,1458,Solo,414,0.283950617
1995,5,LAC,1152,Solo,458,0.397569444
1995,All,LAC,11918,Solo,4032,0.338311797
1994,1,LAC,545,Solo,404,0.741284404
1994,2,LAC,5458,Solo,2224,0.407475266
1994,3,LAC,3358,Solo,693,0.206372841
1994,4,LAC,1290,Solo,439,0.340310078
1994,5,LAC,920,Solo,367,0.398913043
1994,All,LAC,10513,Solo,3727,0.35451346
1993,1,LAC,490,Solo,358,0.730612245
1993,2,LAC,4919,Solo,2103,0.42752592
1993,3,LAC,2916,Solo,606,0.20781893
1993,4,LAC,1160,Solo,399,0.343965517
1993,5,LAC,748,Solo,304,0.406417112
1993,All,LAC,9312,Solo,3431,0.368449313
1992,1,LAC,381,Solo,251,0.658792651
1992,2,LAC,4801,Solo,2136,0.444907311
1992,3,LAC,2727,Solo,596,0.218555189
1992,4,LAC,908,Solo,300,0.330396476
1992,5,LAC,673,Solo,248,0.368499257
1992,All,LAC,8705,Solo,3250,0.37334865
1991,1,LAC,380,Solo,270,0.710526316
1991,2,LAC,4361,Solo,2001,0.458839716
1991,3,LAC,2259,Solo,495,0.219123506
1991,4,LAC,880,Solo,330,0.375
1991,5,LAC,617,Solo,228,0.369529984
1991,All,LAC,7732,Solo,3034,0.392395241
1990,1,LAC,305,Solo,239,0.783606557
1990,2,LAC,4243,Solo,1961,0.462172991
1990,3,LAC,2112,Solo,503,0.238162879
1990,4,LAC,803,Solo,313,0.389788294
1990,5,LAC,571,Solo,245,0.429071804
1990,All,LAC,7349,Solo,2984,0.406041638
2023,1,LAC,25957,SA,249,0.009592788
2023,2,LAC,66743,SA,1550,0.023223409
2023,3,LAC,34072,SA,1219,0.035777178
2023,4,LAC,24790,SA,568,0.022912465
2023,5,LAC,14366,SA,345,0.024015036
2023,All,LAC,145475,SA,3438,0.023632927
2022,1,LAC,28741,SA,199,0.006923907
2022,2,LAC,78066,SA,1705,0.021840494
2022,3,LAC,37386,SA,1239,0.033140748
2022,4,LAC,27758,SA,633,0.022804237
2022,5,LAC,16759,SA,453,0.027030252
2022,All,LAC,165850,SA,3694,0.022273138
2021,1,LAC,29259,SA,238,0.008134249
2021,2,LAC,83341,SA,1596,0.019150238
2021,3,LAC,41582,SA,1098,0.026405656
2021,4,LAC,30505,SA,578,0.018947713
2021,5,LAC,17933,SA,463,0.025818324
2021,All,LAC,178046,SA,3444,0.019343316
2020,1,LAC,25481,SA,142,0.00557278
2020,2,LAC,81327,SA,1217,0.01496428
2020,3,LAC,41591,SA,883,0.021230555
2020,4,LAC,29361,SA,392,0.013351044
2020,5,LAC,17468,SA,322,0.018433707
2020,All,LAC,171726,SA,2625,0.015285979
2019,1,LAC,19638,SA,72,0.003666361
2019,2,LAC,66602,SA,798,0.011981622
2019,3,LAC,38152,SA,662,0.017351646
2019,4,LAC,24546,SA,235,0.009573861
2019,5,LAC,16464,SA,233,0.014152089
2019,All,LAC,145475,SA,1806,0.012414504
2018,1,LAC,18610,SA,65,0.003492746
2018,2,LAC,64032,SA,723,0.011291229
2018,3,LAC,35764,SA,549,0.015350632
2018,4,LAC,23511,SA,187,0.007953724
2018,5,LAC,15861,SA,221,0.013933548
2018,All,LAC,139122,SA,1567,0.011263495
2017,1,LAC,17517,SA,46,0.00262602
2017,2,LAC,61401,SA,654,0.010651292
2017,3,LAC,33322,SA,463,0.013894724
2017,4,LAC,21212,SA,164,0.007731473
2017,5,LAC,13904,SA,119,0.008558688
2017,All,LAC,130307,SA,1282,0.009838305
2016,1,LAC,16067,SA,35,0.002178378
2016,2,LAC,56674,SA,536,0.0094576
2016,3,LAC,31529,SA,384,0.012179264
2016,4,LAC,20391,SA,153,0.00750331
2016,5,LAC,12803,SA,83,0.006482856
2016,All,LAC,121411,SA,1083,0.008920114
2015,1,LAC,14189,SA,27,0.001902883
2015,2,LAC,54318,SA,488,0.00898413
2015,3,LAC,29293,SA,340,0.011606869
2015,4,LAC,17267,SA,145,0.008397521
2015,5,LAC,12313,SA,70,0.005685048
2015,All,LAC,112857,SA,973,0.00862153
2014,1,LAC,12330,SA,26,0.002108678
2014,2,LAC,50191,SA,359,0.007152677
2014,3,LAC,27093,SA,254,0.009375115
2014,4,LAC,15967,SA,89,0.005573996
2014,5,LAC,11111,SA,54,0.004860049
2014,All,LAC,103794,SA,700,0.006744128
2013,1,LAC,10525,SA,12,0.001140143
2013,2,LAC,45339,SA,287,0.006330091
2013,3,LAC,24856,SA,200,0.008046347
2013,4,LAC,14703,SA,109,0.007413453
2013,5,LAC,10008,SA,65,0.006494804
2013,All,LAC,93798,SA,598,0.006375402
2012,1,LAC,9431,SA,22,0.002332732
2012,2,LAC,41876,SA,199,0.004752125
2012,3,LAC,23407,SA,180,0.007690007
2012,4,LAC,13520,SA,68,0.005029586
2012,5,LAC,8832,SA,44,0.004981884
2012,All,LAC,86886,SA,468,0.005386368
2011,1,LAC,7842,SA,11,0.001402703
2011,2,LAC,39552,SA,186,0.00470267
2011,3,LAC,21056,SA,157,0.007456307
2011,4,LAC,12633,SA,54,0.004274519
2011,5,LAC,7874,SA,32,0.004064008
2011,All,LAC,79858,SA,398,0.004983846
2010,1,LAC,7391,SA,9,0.001217697
2010,2,LAC,35708,SA,143,0.004004705
2010,3,LAC,19828,SA,157,0.007918096
2010,4,LAC,11785,SA,55,0.00466695
2010,5,LAC,7351,SA,31,0.004217113
2010,All,LAC,73407,SA,363,0.004945032
2009,1,LAC,5986,SA,10,0.001670565
2009,2,LAC,32551,SA,100,0.003072102
2009,3,LAC,19158,SA,156,0.008142812
2009,4,LAC,10779,SA,38,0.003525373
2009,5,LAC,7390,SA,30,0.00405954
2009,All,LAC,68111,SA,303,0.004448621
2008,1,LAC,5533,SA,5,0.000903669
2008,2,LAC,29880,SA,105,0.003514056
2008,3,LAC,17917,SA,120,0.00669755
2008,4,LAC,9952,SA,33,0.003315916
2008,5,LAC,6889,SA,19,0.00275802
2008,All,LAC,63032,SA,259,0.004109024
2007,1,LAC,4336,SA,4,0.000922509
2007,2,LAC,27418,SA,54,0.001969509
2007,3,LAC,16785,SA,118,0.007030086
2007,4,LAC,8973,SA,46,0.005126491
2007,5,LAC,5889,SA,17,0.002886738
2007,All,LAC,57051,SA,222,0.003891255
2006,1,LAC,3566,SA,4,0.001121705
2006,2,LAC,24726,SA,54,0.002183936
2006,3,LAC,15326,SA,74,0.004828396
2006,4,LAC,7931,SA,38,0.004791325
2006,5,LAC,5362,SA,9,0.001678478
2006,All,LAC,51329,SA,163,0.003175593
2005,1,LAC,2991,SA,5,0.001671682
2005,2,LAC,21061,SA,44,0.00208917
2005,3,LAC,14485,SA,72,0.004970659
2005,4,LAC,6911,SA,28,0.004051512
2005,5,LAC,4595,SA,10,0.002176279
2005,All,LAC,45282,SA,144,0.003180072
2004,1,LAC,2446,SA,2,0.000817661
2004,2,LAC,19056,SA,49,0.002571369
2004,3,LAC,12967,SA,65,0.005012725
2004,4,LAC,5918,SA,20,0.00337952
2004,5,LAC,4201,SA,8,0.001904308
2004,All,LAC,40481,SA,131,0.003236086
2003,1,LAC,2260,SA,1,0.000442478
2003,2,LAC,16732,SA,19,0.001135549
2003,3,LAC,11565,SA,59,0.0051016
2003,4,LAC,5363,SA,16,0.002983405
2003,5,LAC,3589,SA,5,0.001393146
2003,All,LAC,35680,SA,96,0.002690583
2002,2,LAC,14722,SA,26,0.001766064
2002,3,LAC,11104,SA,43,0.003872478
2002,4,LAC,4941,SA,21,0.004250152
2002,5,LAC,3229,SA,9,0.002787241
2002,All,LAC,32408,SA,94,0.002900518
2001,1,LAC,1558,SA,5,0.003209243
2001,2,LAC,12582,SA,15,0.001192179
2001,3,LAC,10319,SA,48,0.004651614
2001,4,LAC,4165,SA,11,0.002641056
2001,5,LAC,2777,SA,9,0.003240907
2001,All,LAC,28545,SA,78,0.002732528
2000,2,LAC,11551,SA,17,0.001471734
2000,3,LAC,8678,SA,51,0.00587693
2000,4,LAC,3761,SA,11,0.002924754
2000,5,LAC,2306,SA,8,0.003469211
2000,All,LAC,25183,SA,74,0.00293849
1999,1,LAC,1087,SA,3,0.00275989
1999,2,LAC,9986,SA,15,0.001502103
1999,3,LAC,7757,SA,48,0.006187959
1999,4,LAC,3171,SA,5,0.00157679
1999,5,LAC,1919,SA,2,0.001042209
1999,All,LAC,21793,SA,69,0.003166154
1998,1,LAC,908,SA,1,0.001101322
1998,2,LAC,9015,SA,8,0.00088741
1998,3,LAC,6497,SA,46,0.007080191
1998,4,LAC,2290,SA,6,0.002620087
1998,5,LAC,1791,SA,4,0.002233389
1998,All,LAC,18589,SA,59,0.00317392
1997,2,LAC,7890,SA,13,0.001647655
1997,3,LAC,5710,SA,28,0.004903678
1997,4,LAC,1991,SA,4,0.002009041
1997,All,LAC,16167,SA,41,0.00253603
1996,1,LAC,651,SA,2,0.003072197
1996,2,LAC,6827,SA,6,0.000878863
1996,3,LAC,4724,SA,24,0.00508044
1996,4,LAC,1537,SA,1,0.000650618
1996,5,LAC,1311,SA,2,0.001525553
1996,All,LAC,13699,SA,33,0.002408935
1995,1,LAC,534,SA,1,0.001872659
1995,2,LAC,6084,SA,6,0.000986193
1995,3,LAC,3842,SA,21,0.005465903
1995,4,LAC,1458,SA,1,0.000685871
1995,All,LAC,11918,SA,29,0.002433294
1994,2,LAC,5458,SA,9,0.001648956
1994,3,LAC,3358,SA,10,0.002977963
1994,4,LAC,1290,SA,4,0.003100775
1994,5,LAC,920,SA,2,0.002173913
1994,All,LAC,10513,SA,22,0.002092647
1993,2,LAC,4919,SA,6,0.00121976
1993,3,LAC,2916,SA,11,0.003772291
1993,4,LAC,1160,SA,2,0.001724138
1993,5,LAC,748,SA,3,0.004010695
1993,All,LAC,9312,SA,20,0.002147766
1992,1,LAC,381,SA,2,0.005249344
1992,2,LAC,4801,SA,10,0.002082899
1992,3,LAC,2727,SA,15,0.00550055
1992,4,LAC,908,SA,1,0.001101322
1992,5,LAC,673,SA,2,0.002971768
1992,All,LAC,8705,SA,29,0.003331419
1991,2,LAC,4361,SA,7,0.001605136
1991,3,LAC,2259,SA,16,0.00708278
1991,4,LAC,880,SA,1,0.001136364
1991,All,LAC,7732,SA,23,0.002974651
1990,1,LAC,305,SA,2,0.006557377
1990,2,LAC,4243,SA,5,0.001178412
1990,3,LAC,2112,SA,2,0.00094697
1990,4,LAC,803,SA,2,0.00249066
1990,5,LAC,571,SA,1,0.001751313
1990,All,LAC,7349,SA,10,0.001360729
2023,1,LAC,25957,NA,1633,0.062911739
2023,2,LAC,66743,NA,13454,0.201579192
2023,3,LAC,34072,NA,4047,0.118777882
2023,4,LAC,24790,NA,3506,0.141427995
2023,5,LAC,14366,NA,1164,0.081024642
2023,All,LAC,145475,NA,21190,0.145660766
2022,1,LAC,28741,NA,1632,0.056782993
2022,2,LAC,78066,NA,15134,0.193861604
2022,3,LAC,37386,NA,4331,0.115845504
2022,4,LAC,27758,NA,4015,0.144642986
2022,5,LAC,16759,NA,1357,0.080971418
2022,All,LAC,165850,NA,23383,0.140988845
2021,1,LAC,29259,NA,1760,0.060152432
2021,2,LAC,83341,NA,16311,0.195713994
2021,3,LAC,41582,NA,4776,0.11485739
2021,4,LAC,30505,NA,4533,0.14859859
2021,5,LAC,17933,NA,1609,0.089722857
2021,All,LAC,178046,NA,25674,0.14419869
2020,1,LAC,25481,NA,1731,0.06793297
2020,2,LAC,81327,NA,16249,0.199798345
2020,3,LAC,41591,NA,5035,0.121059845
2020,4,LAC,29361,NA,4406,0.150063009
2020,5,LAC,17468,NA,1604,0.091825052
2020,All,LAC,171726,NA,25714,0.149738537
2019,1,LAC,19638,NA,1365,0.069508097
2019,2,LAC,66602,NA,12921,0.194003183
2019,3,LAC,38152,NA,4408,0.115537849
2019,4,LAC,24546,NA,3518,0.143322741
2019,5,LAC,16464,NA,1417,0.086066569
2019,All,LAC,145475,NA,21027,0.144540299
2018,1,LAC,18610,NA,1272,0.068350349
2018,2,LAC,64032,NA,12123,0.189327211
2018,3,LAC,35764,NA,4286,0.119841181
2018,4,LAC,23511,NA,3166,0.134660372
2018,5,LAC,15861,NA,1325,0.083538238
2018,All,LAC,139122,NA,19670,0.141386697
2017,1,LAC,17517,NA,1164,0.066449735
2017,2,LAC,61401,NA,11207,0.182521457
2017,3,LAC,33322,NA,3931,0.11797011
2017,4,LAC,21212,NA,2982,0.140580803
2017,5,LAC,13904,NA,1257,0.090405639
2017,All,LAC,130307,NA,18366,0.140944078
2016,1,LAC,16067,NA,1044,0.064977905
2016,2,LAC,56674,NA,10017,0.176747715
2016,3,LAC,31529,NA,3835,0.121634051
2016,4,LAC,20391,NA,2788,0.136726987
2016,5,LAC,12803,NA,1187,0.092712645
2016,All,LAC,121411,NA,16838,0.138685951
2015,1,LAC,14189,NA,900,0.063429417
2015,2,LAC,54318,NA,8682,0.159836518
2015,3,LAC,29293,NA,3271,0.111664903
2015,4,LAC,17267,NA,2162,0.125209938
2015,5,LAC,12313,NA,1108,0.089986193
2015,All,LAC,112857,NA,14451,0.128046998
2014,1,LAC,12330,NA,769,0.062368208
2014,2,LAC,50191,NA,7887,0.157139726
2014,3,LAC,27093,NA,3114,0.114937438
2014,4,LAC,15967,NA,1952,0.122252145
2014,5,LAC,11111,NA,989,0.08901089
2014,All,LAC,103794,NA,13246,0.127618167
2013,1,LAC,10525,NA,691,0.065653207
2013,2,LAC,45339,NA,6914,0.152495644
2013,3,LAC,24856,NA,2795,0.112447699
2013,4,LAC,14703,NA,1782,0.121199755
2013,5,LAC,10008,NA,907,0.090627498
2013,All,LAC,93798,NA,11787,0.12566366
2012,1,LAC,9431,NA,634,0.067225109
2012,2,LAC,41876,NA,6204,0.148151686
2012,3,LAC,23407,NA,2683,0.11462383
2012,4,LAC,13520,NA,1494,0.110502959
2012,5,LAC,8832,NA,807,0.091372283
2012,All,LAC,86886,NA,10674,0.122850632
2011,1,LAC,7842,NA,556,0.070900281
2011,2,LAC,39552,NA,5652,0.142900485
2011,3,LAC,21056,NA,2320,0.110182371
2011,4,LAC,12633,NA,1409,0.111533286
2011,5,LAC,7874,NA,718,0.091186182
2011,All,LAC,79858,NA,9574,0.119887801
2010,1,LAC,7391,NA,471,0.063726153
2010,2,LAC,35708,NA,4732,0.132519323
2010,3,LAC,19828,NA,2188,0.110349001
2010,4,LAC,11785,NA,1268,0.1075944
2010,5,LAC,7351,NA,696,0.094680996
2010,All,LAC,73407,NA,8448,0.115084392
2009,1,LAC,5986,NA,413,0.06899432
2009,2,LAC,32551,NA,4161,0.127830174
2009,3,LAC,19158,NA,2177,0.113633991
2009,4,LAC,10779,NA,1219,0.113090268
2009,5,LAC,7390,NA,714,0.09661705
2009,All,LAC,68111,NA,7815,0.114739176
2008,1,LAC,5533,NA,359,0.064883427
2008,2,LAC,29880,NA,3808,0.127443106
2008,3,LAC,17917,NA,1875,0.104649216
2008,4,LAC,9952,NA,1097,0.1102291
2008,5,LAC,6889,NA,650,0.094353317
2008,All,LAC,63032,NA,6974,0.110642213
2007,1,LAC,4336,NA,300,0.069188192
2007,2,LAC,27418,NA,3508,0.127945146
2007,3,LAC,16785,NA,1767,0.105272565
2007,4,LAC,8973,NA,980,0.109216539
2007,5,LAC,5889,NA,599,0.101715062
2007,All,LAC,57051,NA,6429,0.112688647
2006,1,LAC,3566,NA,232,0.06505889
2006,2,LAC,24726,NA,2996,0.121168001
2006,3,LAC,15326,NA,1653,0.107855931
2006,4,LAC,7931,NA,889,0.112091792
2006,5,LAC,5362,NA,486,0.090637822
2006,All,LAC,51329,NA,5663,0.110327495
2005,1,LAC,2991,NA,206,0.068873287
2005,2,LAC,21061,NA,2523,0.119794882
2005,3,LAC,14485,NA,1560,0.107697618
2005,4,LAC,6911,NA,709,0.102590074
2005,5,LAC,4595,NA,507,0.110337323
2005,All,LAC,45282,NA,4972,0.109800804
2004,1,LAC,2446,NA,145,0.059280458
2004,2,LAC,19056,NA,2233,0.11718094
2004,3,LAC,12967,NA,1550,0.119534202
2004,4,LAC,5918,NA,669,0.113044948
2004,5,LAC,4201,NA,453,0.107831469
2004,All,LAC,40481,NA,4570,0.112892468
2003,1,LAC,2260,NA,141,0.062389381
2003,2,LAC,16732,NA,1865,0.111463065
2003,3,LAC,11565,NA,1338,0.115693904
2003,4,LAC,5363,NA,566,0.105537945
2003,5,LAC,3589,NA,429,0.119531903
2003,All,LAC,35680,NA,3925,0.110005605
2002,1,LAC,1806,NA,116,0.064230343
2002,2,LAC,14722,NA,1590,0.10800163
2002,3,LAC,11104,NA,1323,0.119146254
2002,4,LAC,4941,NA,518,0.104837078
2002,5,LAC,3229,NA,397,0.122948281
2002,All,LAC,32408,NA,3556,0.109725994
2001,1,LAC,1558,NA,112,0.071887035
2001,2,LAC,12582,NA,1388,0.110316325
2001,3,LAC,10319,NA,1241,0.120263591
2001,4,LAC,4165,NA,405,0.097238896
2001,5,LAC,2777,NA,314,0.11307166
2001,All,LAC,28545,NA,3118,0.109231039
2000,1,LAC,1332,NA,84,0.063063063
2000,2,LAC,11551,NA,1293,0.11193836
2000,3,LAC,8678,NA,1001,0.115349159
2000,4,LAC,3761,NA,355,0.09438979
2000,5,LAC,2306,NA,246,0.106678231
2000,All,LAC,25183,NA,2689,0.106778382
1999,1,LAC,1087,NA,87,0.080036799
1999,2,LAC,9986,NA,1138,0.113959543
1999,3,LAC,7757,NA,902,0.116282068
1999,4,LAC,3171,NA,289,0.091138442
1999,5,LAC,1919,NA,231,0.120375195
1999,All,LAC,21793,NA,2376,0.109025834
1998,1,LAC,908,NA,73,0.080396476
1998,2,LAC,9015,NA,948,0.10515807
