year_collaboration,main_field_id,country_region,n_pub_region,co_country_region,n_pub,prop_coll
1998,3,LAC,6497,NA,755,0.11620748
1998,4,LAC,2290,NA,272,0.118777293
1998,5,LAC,1791,NA,197,0.109994417
1998,All,LAC,18589,NA,2009,0.108074668
1997,1,LAC,804,NA,62,0.077114428
1997,2,LAC,7890,NA,789,0.1
1997,3,LAC,5710,NA,597,0.104553415
1997,4,LAC,1991,NA,223,0.112004018
1997,5,LAC,1468,NA,138,0.09400545
1997,All,LAC,16167,NA,1617,0.100018556
1996,1,LAC,651,NA,56,0.086021505
1996,2,LAC,6827,NA,759,0.111176212
1996,3,LAC,4724,NA,564,0.119390347
1996,4,LAC,1537,NA,191,0.124268055
1996,5,LAC,1311,NA,166,0.1266209
1996,All,LAC,13699,NA,1564,0.114168917
1995,1,LAC,534,NA,42,0.078651685
1995,2,LAC,6084,NA,549,0.090236686
1995,3,LAC,3842,NA,403,0.104893285
1995,4,LAC,1458,NA,175,0.120027435
1995,5,LAC,1152,NA,124,0.107638889
1995,All,LAC,11918,NA,1181,0.099093808
1994,1,LAC,545,NA,42,0.07706422
1994,2,LAC,5458,NA,474,0.086844998
1994,3,LAC,3358,NA,283,0.084276355
1994,4,LAC,1290,NA,141,0.109302326
1994,5,LAC,920,NA,90,0.097826087
1994,All,LAC,10513,NA,926,0.088081423
1993,1,LAC,490,NA,32,0.065306122
1993,2,LAC,4919,NA,399,0.081114048
1993,3,LAC,2916,NA,285,0.097736626
1993,4,LAC,1160,NA,117,0.100862069
1993,5,LAC,748,NA,91,0.121657754
1993,All,LAC,9312,NA,826,0.088702749
1992,1,LAC,381,NA,34,0.089238845
1992,2,LAC,4801,NA,369,0.076858988
1992,3,LAC,2727,NA,248,0.090942428
1992,4,LAC,908,NA,106,0.116740088
1992,5,LAC,673,NA,76,0.112927192
1992,All,LAC,8705,NA,764,0.087765652
1991,1,LAC,380,NA,44,0.115789474
1991,2,LAC,4361,NA,321,0.073606971
1991,3,LAC,2259,NA,208,0.09207614
1991,4,LAC,880,NA,96,0.109090909
1991,5,LAC,617,NA,63,0.102106969
1991,All,LAC,7732,NA,653,0.084454216
1990,1,LAC,305,NA,23,0.075409836
1990,2,LAC,4243,NA,300,0.07070469
1990,3,LAC,2112,NA,193,0.091382576
1990,4,LAC,803,NA,75,0.093399751
1990,5,LAC,571,NA,57,0.099824869
1990,All,LAC,7349,NA,588,0.080010886
2023,1,LAC,25957,MENA,238,0.00916901
2023,2,LAC,66743,MENA,1745,0.026145064
2023,3,LAC,34072,MENA,1226,0.035982625
2023,4,LAC,24790,MENA,517,0.020855184
2023,5,LAC,14366,MENA,400,0.027843519
2023,All,LAC,145475,MENA,3659,0.025152088
2022,1,LAC,28741,MENA,209,0.007271842
2022,2,LAC,78066,MENA,1987,0.025452822
2022,3,LAC,37386,MENA,1242,0.033220992
2022,4,LAC,27758,MENA,563,0.020282441
2022,5,LAC,16759,MENA,476,0.028402649
2022,All,LAC,165850,MENA,3979,0.023991559
2021,1,LAC,29259,MENA,198,0.006767149
2021,2,LAC,83341,MENA,1958,0.023493839
2021,3,LAC,41582,MENA,1208,0.029051032
2021,4,LAC,30505,MENA,569,0.01865268
2021,5,LAC,17933,MENA,487,0.027156639
2021,All,LAC,178046,MENA,3923,0.022033632
2020,1,LAC,25481,MENA,125,0.004905616
2020,2,LAC,81327,MENA,1562,0.019206414
2020,3,LAC,41591,MENA,953,0.022913611
2020,4,LAC,29361,MENA,414,0.014100337
2020,5,LAC,17468,MENA,389,0.022269292
2020,All,LAC,171726,MENA,3097,0.018034543
2019,1,LAC,19638,MENA,78,0.003971891
2019,2,LAC,66602,MENA,1052,0.015795321
2019,3,LAC,38152,MENA,678,0.017771021
2019,4,LAC,24546,MENA,306,0.01246639
2019,5,LAC,16464,MENA,275,0.01670311
2019,All,LAC,145475,MENA,2123,0.014593573
2018,1,LAC,18610,MENA,59,0.003170339
2018,2,LAC,64032,MENA,948,0.014805097
2018,3,LAC,35764,MENA,597,0.016692764
2018,4,LAC,23511,MENA,225,0.009569989
2018,5,LAC,15861,MENA,248,0.015635836
2018,All,LAC,139122,MENA,1882,0.013527695
2017,1,LAC,17517,MENA,62,0.003539419
2017,2,LAC,61401,MENA,881,0.014348301
2017,3,LAC,33322,MENA,523,0.015695336
2017,4,LAC,21212,MENA,222,0.010465774
2017,5,LAC,13904,MENA,193,0.013880898
2017,All,LAC,130307,MENA,1721,0.013207272
2016,1,LAC,16067,MENA,46,0.002863011
2016,2,LAC,56674,MENA,719,0.012686593
2016,3,LAC,31529,MENA,422,0.013384503
2016,4,LAC,20391,MENA,190,0.009317836
2016,5,LAC,12803,MENA,154,0.012028431
2016,All,LAC,121411,MENA,1395,0.011489898
2015,1,LAC,14189,MENA,39,0.002748608
2015,2,LAC,54318,MENA,573,0.010548989
2015,3,LAC,29293,MENA,343,0.011709282
2015,4,LAC,17267,MENA,152,0.008802919
2015,5,LAC,12313,MENA,112,0.009096077
2015,All,LAC,112857,MENA,1116,0.00988862
2014,1,LAC,12330,MENA,28,0.002270884
2014,2,LAC,50191,MENA,472,0.009404076
2014,3,LAC,27093,MENA,302,0.011146791
2014,4,LAC,15967,MENA,132,0.008267051
2014,5,LAC,11111,MENA,95,0.008550086
2014,All,LAC,103794,MENA,933,0.008988959
2013,1,LAC,10525,MENA,20,0.001900238
2013,2,LAC,45339,MENA,355,0.007829904
2013,3,LAC,24856,MENA,295,0.011868362
2013,4,LAC,14703,MENA,86,0.005849146
2013,5,LAC,10008,MENA,67,0.006694644
2013,All,LAC,93798,MENA,757,0.008070535
2012,1,LAC,9431,MENA,22,0.002332732
2012,2,LAC,41876,MENA,295,0.007044608
2012,3,LAC,23407,MENA,194,0.008288119
2012,4,LAC,13520,MENA,70,0.005177515
2012,5,LAC,8832,MENA,49,0.005548007
2012,All,LAC,86886,MENA,576,0.006629376
2011,1,LAC,7842,MENA,14,0.001785259
2011,2,LAC,39552,MENA,266,0.006725324
2011,3,LAC,21056,MENA,188,0.008928571
2011,4,LAC,12633,MENA,59,0.004670308
2011,5,LAC,7874,MENA,39,0.00495301
2011,All,LAC,79858,MENA,529,0.006624258
2010,1,LAC,7391,MENA,17,0.002300095
2010,2,LAC,35708,MENA,192,0.005376946
2010,3,LAC,19828,MENA,147,0.007413758
2010,4,LAC,11785,MENA,54,0.004582096
2010,5,LAC,7351,MENA,39,0.005305401
2010,All,LAC,73407,MENA,420,0.005721525
2009,1,LAC,5986,MENA,12,0.002004678
2009,2,LAC,32551,MENA,155,0.004761758
2009,3,LAC,19158,MENA,129,0.006733479
2009,4,LAC,10779,MENA,43,0.003989238
2009,5,LAC,7390,MENA,40,0.00541272
2009,All,LAC,68111,MENA,346,0.005079943
2008,1,LAC,5533,MENA,7,0.001265136
2008,2,LAC,29880,MENA,160,0.005354752
2008,3,LAC,17917,MENA,114,0.006362672
2008,4,LAC,9952,MENA,35,0.003516881
2008,5,LAC,6889,MENA,32,0.004645086
2008,All,LAC,63032,MENA,323,0.005124381
2007,1,LAC,4336,MENA,8,0.001845018
2007,2,LAC,27418,MENA,129,0.004704938
2007,3,LAC,16785,MENA,82,0.004885314
2007,4,LAC,8973,MENA,32,0.003566254
2007,5,LAC,5889,MENA,26,0.004415011
2007,All,LAC,57051,MENA,258,0.00452227
2006,1,LAC,3566,MENA,5,0.001402131
2006,2,LAC,24726,MENA,72,0.002911915
2006,3,LAC,15326,MENA,58,0.003784419
2006,4,LAC,7931,MENA,22,0.002773925
2006,5,LAC,5362,MENA,24,0.004475942
2006,All,LAC,51329,MENA,165,0.003214557
2005,1,LAC,2991,MENA,2,0.000668673
2005,2,LAC,21061,MENA,51,0.002421537
2005,3,LAC,14485,MENA,62,0.00428029
2005,4,LAC,6911,MENA,34,0.004919693
2005,5,LAC,4595,MENA,17,0.003699674
2005,All,LAC,45282,MENA,153,0.003378826
2004,1,LAC,2446,MENA,3,0.001226492
2004,2,LAC,19056,MENA,53,0.002781276
2004,3,LAC,12967,MENA,51,0.003933061
2004,4,LAC,5918,MENA,12,0.002027712
2004,5,LAC,4201,MENA,18,0.004284694
2004,All,LAC,40481,MENA,123,0.003038462
2003,1,LAC,2260,MENA,5,0.002212389
2003,2,LAC,16732,MENA,56,0.00334688
2003,3,LAC,11565,MENA,63,0.005447471
2003,4,LAC,5363,MENA,19,0.003542793
2003,5,LAC,3589,MENA,22,0.006129841
2003,All,LAC,35680,MENA,151,0.004232063
2002,1,LAC,1806,MENA,1,0.00055371
2002,2,LAC,14722,MENA,40,0.002717022
2002,3,LAC,11104,MENA,57,0.005133285
2002,4,LAC,4941,MENA,7,0.001416717
2002,5,LAC,3229,MENA,19,0.005884175
2002,All,LAC,32408,MENA,116,0.003579363
2001,1,LAC,1558,MENA,3,0.001925546
2001,2,LAC,12582,MENA,34,0.002702273
2001,3,LAC,10319,MENA,61,0.005911426
2001,4,LAC,4165,MENA,6,0.001440576
2001,5,LAC,2777,MENA,23,0.008282319
2001,All,LAC,28545,MENA,115,0.004028727
2000,1,LAC,1332,MENA,2,0.001501502
2000,2,LAC,11551,MENA,31,0.00268375
2000,3,LAC,8678,MENA,45,0.005185527
2000,4,LAC,3761,MENA,8,0.002127094
2000,5,LAC,2306,MENA,13,0.005637467
2000,All,LAC,25183,MENA,86,0.003415002
1999,1,LAC,1087,MENA,1,0.000919963
1999,2,LAC,9986,MENA,37,0.003705187
1999,3,LAC,7757,MENA,45,0.005801212
1999,4,LAC,3171,MENA,8,0.002522863
1999,5,LAC,1919,MENA,13,0.006774362
1999,All,LAC,21793,MENA,92,0.004221539
1998,1,LAC,908,MENA,1,0.001101322
1998,2,LAC,9015,MENA,24,0.00266223
1998,3,LAC,6497,MENA,28,0.004309681
1998,4,LAC,2290,MENA,1,0.000436681
1998,5,LAC,1791,MENA,10,0.005583473
1998,All,LAC,18589,MENA,55,0.002958739
1997,1,LAC,804,MENA,1,0.001243781
1997,2,LAC,7890,MENA,19,0.002408112
1997,3,LAC,5710,MENA,34,0.005954466
1997,4,LAC,1991,MENA,3,0.001506781
1997,5,LAC,1468,MENA,6,0.004087193
1997,All,LAC,16167,MENA,55,0.003401992
1996,1,LAC,651,MENA,1,0.001536098
1996,2,LAC,6827,MENA,16,0.002343636
1996,3,LAC,4724,MENA,24,0.00508044
1996,4,LAC,1537,MENA,1,0.000650618
1996,5,LAC,1311,MENA,6,0.004576659
1996,All,LAC,13699,MENA,45,0.003284911
1995,2,LAC,6084,MENA,22,0.003616042
1995,3,LAC,3842,MENA,17,0.004424779
1995,4,LAC,1458,MENA,4,0.002743484
1995,5,LAC,1152,MENA,9,0.0078125
1995,All,LAC,11918,MENA,51,0.004279241
1994,1,LAC,545,MENA,1,0.001834862
1994,2,LAC,5458,MENA,13,0.002381825
1994,3,LAC,3358,MENA,12,0.003573556
1994,4,LAC,1290,MENA,2,0.001550388
1994,5,LAC,920,MENA,4,0.004347826
1994,All,LAC,10513,MENA,31,0.00294873
1993,2,LAC,4919,MENA,13,0.002642814
1993,3,LAC,2916,MENA,10,0.003429355
1993,4,LAC,1160,MENA,2,0.001724138
1993,5,LAC,748,MENA,2,0.002673797
1993,All,LAC,9312,MENA,25,0.002684708
1992,2,LAC,4801,MENA,12,0.002499479
1992,3,LAC,2727,MENA,7,0.002566923
1992,4,LAC,908,MENA,1,0.001101322
1992,5,LAC,673,MENA,4,0.005943536
1992,All,LAC,8705,MENA,22,0.002527283
1991,2,LAC,4361,MENA,14,0.003210273
1991,3,LAC,2259,MENA,4,0.001770695
1991,4,LAC,880,MENA,4,0.004545455
1991,5,LAC,617,MENA,3,0.004862237
1991,All,LAC,7732,MENA,23,0.002974651
1990,2,LAC,4243,MENA,7,0.001649776
1990,3,LAC,2112,MENA,10,0.004734848
1990,4,LAC,803,MENA,2,0.00249066
1990,5,LAC,571,MENA,2,0.003502627
1990,All,LAC,7349,MENA,18,0.002449313
2023,1,LAC,25957,LAC,2486,0.09577378
2023,2,LAC,66743,LAC,16607,0.248820101
2023,3,LAC,34072,LAC,8665,0.254314393
2023,4,LAC,24790,LAC,5974,0.240984268
2023,5,LAC,14366,LAC,2788,0.19406933
2023,All,LAC,145475,LAC,32079,0.220512115
2022,1,LAC,28741,LAC,2475,0.086113914
2022,2,LAC,78066,LAC,19499,0.249775831
2022,3,LAC,37386,LAC,9447,0.252688172
2022,4,LAC,27758,LAC,6709,0.241696088
2022,5,LAC,16759,LAC,3359,0.20042962
2022,All,LAC,165850,LAC,36412,0.219547784
2021,1,LAC,29259,LAC,2744,0.093783109
2021,2,LAC,83341,LAC,21003,0.252012815
2021,3,LAC,41582,LAC,10627,0.255567313
2021,4,LAC,30505,LAC,7897,0.258875594
2021,5,LAC,17933,LAC,3691,0.20582167
2021,All,LAC,178046,LAC,40351,0.226632443
2020,1,LAC,25481,LAC,2537,0.099564381
2020,2,LAC,81327,LAC,20189,0.24824474
2020,3,LAC,41591,LAC,10735,0.258108725
2020,4,LAC,29361,LAC,7208,0.245495726
2020,5,LAC,17468,LAC,3650,0.208953515
2020,All,LAC,171726,LAC,38933,0.226715815
2019,1,LAC,19638,LAC,1829,0.093135757
2019,2,LAC,66602,LAC,16135,0.242259992
2019,3,LAC,38152,LAC,9300,0.243761795
2019,4,LAC,24546,LAC,5718,0.232950379
2019,5,LAC,16464,LAC,3372,0.204810496
2019,All,LAC,145475,LAC,32014,0.220065303
2018,1,LAC,18610,LAC,1522,0.081783987
2018,2,LAC,64032,LAC,15163,0.236803473
2018,3,LAC,35764,LAC,8677,0.242618275
2018,4,LAC,23511,LAC,5140,0.218621071
2018,5,LAC,15861,LAC,3118,0.196582813
2018,All,LAC,139122,LAC,29618,0.212892282
2017,1,LAC,17517,LAC,1345,0.076782554
2017,2,LAC,61401,LAC,13558,0.220810736
2017,3,LAC,33322,LAC,7813,0.23446972
2017,4,LAC,21212,LAC,4677,0.220488403
2017,5,LAC,13904,LAC,2670,0.19203107
2017,All,LAC,130307,LAC,26609,0.204202384
2016,1,LAC,16067,LAC,1128,0.070206012
2016,2,LAC,56674,LAC,12226,0.215725024
2016,3,LAC,31529,LAC,7454,0.236417267
2016,4,LAC,20391,LAC,4251,0.208474327
2016,5,LAC,12803,LAC,2393,0.186909318
2016,All,LAC,121411,LAC,24320,0.200311339
2015,1,LAC,14189,LAC,940,0.066248502
2015,2,LAC,54318,LAC,10681,0.196638315
2015,3,LAC,29293,LAC,6634,0.226470488
2015,4,LAC,17267,LAC,3281,0.190015637
2015,5,LAC,12313,LAC,2188,0.177698368
2015,All,LAC,112857,LAC,21146,0.187369857
2014,1,LAC,12330,LAC,691,0.056042174
2014,2,LAC,50191,LAC,9468,0.188639398
2014,3,LAC,27093,LAC,6091,0.224818219
2014,4,LAC,15967,LAC,2903,0.181812488
2014,5,LAC,11111,LAC,1875,0.168751688
2014,All,LAC,103794,LAC,18786,0.180993121
2013,1,LAC,10525,LAC,625,0.059382423
2013,2,LAC,45339,LAC,8278,0.182580119
2013,3,LAC,24856,LAC,5268,0.211940779
2013,4,LAC,14703,LAC,2652,0.180371353
2013,5,LAC,10008,LAC,1759,0.175759392
2013,All,LAC,93798,LAC,16562,0.176570929
2012,1,LAC,9431,LAC,518,0.054925247
2012,2,LAC,41876,LAC,7181,0.171482472
2012,3,LAC,23407,LAC,4743,0.202631691
2012,4,LAC,13520,LAC,2155,0.159393491
2012,5,LAC,8832,LAC,1384,0.156702899
2012,All,LAC,86886,LAC,14375,0.165446677
2011,1,LAC,7842,LAC,434,0.055343025
2011,2,LAC,39552,LAC,6460,0.163329288
2011,3,LAC,21056,LAC,4214,0.200132979
2011,4,LAC,12633,LAC,1983,0.156969841
2011,5,LAC,7874,LAC,1212,0.153924308
2011,All,LAC,79858,LAC,12867,0.161123494
2010,1,LAC,7391,LAC,351,0.047490191
2010,2,LAC,35708,LAC,5490,0.153747059
2010,3,LAC,19828,LAC,3772,0.19023603
2010,4,LAC,11785,LAC,1656,0.140517607
2010,5,LAC,7351,LAC,1059,0.144062032
2010,All,LAC,73407,LAC,11138,0.151729399
2009,1,LAC,5986,LAC,283,0.04727698
2009,2,LAC,32551,LAC,4850,0.148996959
2009,3,LAC,19158,LAC,3770,0.196784633
2009,4,LAC,10779,LAC,1564,0.145096948
2009,5,LAC,7390,LAC,1100,0.148849797
2009,All,LAC,68111,LAC,10416,0.15292684
2008,1,LAC,5533,LAC,234,0.042291704
2008,2,LAC,29880,LAC,4329,0.144879518
2008,3,LAC,17917,LAC,3493,0.194954512
2008,4,LAC,9952,LAC,1335,0.134143891
2008,5,LAC,6889,LAC,970,0.140804181
2008,All,LAC,63032,LAC,9360,0.148496002
2007,1,LAC,4336,LAC,176,0.040590406
2007,2,LAC,27418,LAC,3986,0.145378948
2007,3,LAC,16785,LAC,3176,0.189216562
2007,4,LAC,8973,LAC,1126,0.125487574
2007,5,LAC,5889,LAC,857,0.145525556
2007,All,LAC,57051,LAC,8412,0.147447021
2006,1,LAC,3566,LAC,156,0.043746495
2006,2,LAC,24726,LAC,3541,0.143209577
2006,3,LAC,15326,LAC,2845,0.185632259
2006,4,LAC,7931,LAC,1049,0.132265792
2006,5,LAC,5362,LAC,689,0.12849683
2006,All,LAC,51329,LAC,7517,0.146447427
2005,1,LAC,2991,LAC,129,0.043129388
2005,2,LAC,21061,LAC,2907,0.138027634
2005,3,LAC,14485,LAC,2599,0.179426993
2005,4,LAC,6911,LAC,909,0.131529446
2005,5,LAC,4595,LAC,544,0.118389554
2005,All,LAC,45282,LAC,6456,0.142573208
2004,1,LAC,2446,LAC,85,0.034750613
2004,2,LAC,19056,LAC,2538,0.133186398
2004,3,LAC,12967,LAC,2466,0.19017506
2004,4,LAC,5918,LAC,740,0.125042244
2004,5,LAC,4201,LAC,534,0.127112592
2004,All,LAC,40481,LAC,5809,0.143499419
2003,1,LAC,2260,LAC,73,0.032300885
2003,2,LAC,16732,LAC,2157,0.128914655
2003,3,LAC,11565,LAC,2043,0.176653696
2003,4,LAC,5363,LAC,600,0.11187768
2003,5,LAC,3589,LAC,440,0.122596824
2003,All,LAC,35680,LAC,4838,0.13559417
2002,1,LAC,1806,LAC,69,0.03820598
2002,2,LAC,14722,LAC,1901,0.129126477
2002,3,LAC,11104,LAC,2140,0.192723343
2002,4,LAC,4941,LAC,597,0.120825744
2002,5,LAC,3229,LAC,394,0.122019201
2002,All,LAC,32408,LAC,4652,0.143544804
2001,1,LAC,1558,LAC,45,0.028883184
2001,2,LAC,12582,LAC,1585,0.125973613
2001,3,LAC,10319,LAC,1889,0.183060374
2001,4,LAC,4165,LAC,434,0.104201681
2001,5,LAC,2777,LAC,340,0.122434282
2001,All,LAC,28545,LAC,3936,0.137887546
2000,1,LAC,1332,LAC,46,0.034534535
2000,2,LAC,11551,LAC,1521,0.131676911
2000,3,LAC,8678,LAC,1538,0.177229776
2000,4,LAC,3761,LAC,417,0.110874767
2000,5,LAC,2306,LAC,254,0.110147441
2000,All,LAC,25183,LAC,3466,0.13763253
1999,1,LAC,1087,LAC,37,0.034038638
1999,2,LAC,9986,LAC,1272,0.12737833
1999,3,LAC,7757,LAC,1350,0.174036354
1999,4,LAC,3171,LAC,310,0.097760959
1999,5,LAC,1919,LAC,212,0.110474205
1999,All,LAC,21793,LAC,2901,0.133116138
1998,1,LAC,908,LAC,22,0.024229075
1998,2,LAC,9015,LAC,1085,0.120354964
1998,3,LAC,6497,LAC,1121,0.172541173
1998,4,LAC,2290,LAC,247,0.107860262
1998,5,LAC,1791,LAC,180,0.100502513
1998,All,LAC,18589,LAC,2433,0.130883856
1997,1,LAC,804,LAC,24,0.029850746
1997,2,LAC,7890,LAC,931,0.117997465
1997,3,LAC,5710,LAC,913,0.159894921
1997,4,LAC,1991,LAC,217,0.108990457
1997,5,LAC,1468,LAC,124,0.084468665
1997,All,LAC,16167,LAC,2035,0.125873693
1996,1,LAC,651,LAC,12,0.01843318
1996,2,LAC,6827,LAC,786,0.115131097
1996,3,LAC,4724,LAC,811,0.171676545
1996,4,LAC,1537,LAC,161,0.104749512
1996,5,LAC,1311,LAC,147,0.112128146
1996,All,LAC,13699,LAC,1758,0.128330535
1995,1,LAC,534,LAC,17,0.031835206
1995,2,LAC,6084,LAC,623,0.102399737
1995,3,LAC,3842,LAC,559,0.145497137
1995,4,LAC,1458,LAC,143,0.098079561
1995,5,LAC,1152,LAC,100,0.086805556
1995,All,LAC,11918,LAC,1335,0.112015439
1994,1,LAC,545,LAC,17,0.031192661
1994,2,LAC,5458,LAC,546,0.100036643
1994,3,LAC,3358,LAC,478,0.142346635
1994,4,LAC,1290,LAC,88,0.068217054
1994,5,LAC,920,LAC,72,0.07826087
1994,All,LAC,10513,LAC,1106,0.105203082
1993,1,LAC,490,LAC,10,0.020408163
1993,2,LAC,4919,LAC,445,0.090465542
1993,3,LAC,2916,LAC,373,0.127914952
1993,4,LAC,1160,LAC,83,0.071551724
1993,5,LAC,748,LAC,46,0.061497326
1993,All,LAC,9312,LAC,887,0.095253436
1992,1,LAC,381,LAC,14,0.036745407
1992,2,LAC,4801,LAC,411,0.085607165
1992,3,LAC,2727,LAC,345,0.126512651
1992,4,LAC,908,LAC,87,0.095814978
