id,label,cluster
163,BR,3
179,AR,3
67,MX,3
3,ZA,7
152,CL,3
7,VE,3
61,NG,7
99,KE,7
149,CO,3
11,US,5
126,GB,2
128,FR,2
158,CA,5
132,ES,2
142,DE,2
103,IT,2
177,AU,1
100,JP,1
